Município;1 Região Norte;2 Região Nordeste;3 Região Sudeste;4 Região Sul;5 Região Centro0Oeste;Total;Ano
110147 PRIMAVERA DE RONDONIA;3;0;0;0;0;3;2018
110148 SAO FELIPE D'OESTE;7;0;0;0;0;7;2018
110149 SAO FRANCISCO DO GUAPORE;18;0;0;0;0;18;2018
110150 SERINGUEIRAS;9;0;0;0;0;9;2018
110155 TEIXEIROPOLIS;5;0;0;0;0;5;2018
110160 THEOBROMA;10;0;0;0;0;10;2018
110170 URUPA;10;0;0;0;0;10;2018
110175 VALE DO ANARI;12;0;0;0;0;12;2018
110180 VALE DO PARAISO;6;0;0;0;0;6;2018
120001 ACRELANDIA;13;0;0;0;0;13;2018
120005 ASSIS BRASIL;11;0;0;0;0;11;2018
120010 BRASILEIA;19;0;0;0;0;19;2018
120013 BUJARI;8;0;0;0;0;8;2018
120017 CAPIXABA;9;0;0;0;0;9;2018
120020 CRUZEIRO DO SUL;91;0;0;0;0;91;2018
120025 EPITACIOLANDIA;12;0;0;0;0;12;2018
120030 FEIJO;16;0;0;0;0;16;2018
120032 JORDAO;8;0;0;0;0;8;2018
120033 MANCIO LIMA;20;0;0;0;0;20;2018
120034 MANOEL URBANO;6;0;0;0;0;6;2018
120035 MARECHAL THAUMATURGO;11;0;0;0;0;11;2018
120038 PLACIDO DE CASTRO;15;0;0;0;0;15;2018
120039 PORTO WALTER;9;0;0;0;0;9;2018
120040 RIO BRANCO;495;0;0;0;0;495;2018
120042 RODRIGUES ALVES;13;0;0;0;0;13;2018
120043 SANTA ROSA DO PURUS;7;0;0;0;0;7;2018
120045 SENADOR GUIOMARD;19;0;0;0;0;19;2018
120050 SENA MADUREIRA;35;0;0;0;0;35;2018
120060 TARAUACA;20;0;0;0;0;20;2018
120070 XAPURI;13;0;0;0;0;13;2018
120080 PORTO ACRE;11;0;0;0;0;11;2018
130002 ALVARAES;14;0;0;0;0;14;2018
130006 AMATURA;12;0;0;0;0;12;2018
130008 ANAMA;15;0;0;0;0;15;2018
130010 ANORI;5;0;0;0;0;5;2018
130014 APUI;11;0;0;0;0;11;2018
130020 ATALAIA DO NORTE;18;0;0;0;0;18;2018
130030 AUTAZES;23;0;0;0;0;23;2018
130040 BARCELOS;25;0;0;0;0;25;2018
130050 BARREIRINHA;20;0;0;0;0;20;2018
130060 BENJAMIN CONSTANT;19;0;0;0;0;19;2018
130063 BERURI;7;0;0;0;0;7;2018
130068 BOA VISTA DO RAMOS;6;0;0;0;0;6;2018
130070 BOCA DO ACRE;13;0;0;0;0;13;2018
130080 BORBA;17;0;0;0;0;17;2018
130083 CAAPIRANGA;8;0;0;0;0;8;2018
130090 CANUTAMA;4;0;0;0;0;4;2018
130100 CARAUARI;15;0;0;0;0;15;2018
130110 CAREIRO;15;0;0;0;0;15;2018
130115 CAREIRO DA VARZEA;17;0;0;0;0;17;2018
130120 COARI;30;0;0;0;0;30;2018
130130 CODAJAS;13;0;0;0;0;13;2018
130140 EIRUNEPE;13;0;0;0;0;13;2018
130150 ENVIRA;7;0;0;0;0;7;2018
130160 FONTE BOA;10;0;0;0;0;10;2018
130165 GUAJARA;10;0;0;0;0;10;2018
130170 HUMAITA;54;0;0;0;0;54;2018
130180 IPIXUNA;11;0;0;0;0;11;2018
130185 IRANDUBA;26;0;0;0;0;26;2018
130190 ITACOATIARA;46;0;0;0;0;46;2018
130195 ITAMARATI;7;0;0;0;0;7;2018
130200 ITAPIRANGA;8;0;0;0;0;8;2018
130210 JAPURA;9;0;0;0;0;9;2018
130220 JURUA;5;0;0;0;0;5;2018
130230 JUTAI;10;0;0;0;0;10;2018
130240 LABREA;27;0;0;0;0;27;2018
130250 MANACAPURU;32;0;0;0;0;32;2018
130255 MANAQUIRI;9;0;0;0;0;9;2018
130260 MANAUS;1389;0;0;0;0;1389;2018
130270 MANICORE;17;0;0;0;0;17;2018
130280 MARAA;13;0;0;0;0;13;2018
130290 MAUES;23;0;0;0;0;23;2018
130300 NHAMUNDA;15;0;0;0;0;15;2018
130310 NOVA OLINDA DO NORTE;21;0;0;0;0;21;2018
130320 NOVO AIRAO;7;0;0;0;0;7;2018
130330 NOVO ARIPUANA;11;0;0;0;0;11;2018
130340 PARINTINS;51;0;0;0;0;51;2018
130350 PAUINI;10;0;0;0;0;10;2018
130353 PRESIDENTE FIGUEIREDO;37;0;0;0;0;37;2018
130356 RIO PRETO DA EVA;21;0;0;0;0;21;2018
130360 SANTA ISABEL DO RIO NEGRO;10;0;0;0;0;10;2018
130370 SANTO ANTONIO DO ICA;20;0;0;0;0;20;2018
130380 SAO GABRIEL DA CACHOEIRA;29;0;0;0;0;29;2018
130390 SAO PAULO DE OLIVENCA;20;0;0;0;0;20;2018
130395 SAO SEBASTIAO DO UATUMA;7;0;0;0;0;7;2018
130400 SILVES;12;0;0;0;0;12;2018
130406 TABATINGA;27;0;0;0;0;27;2018
130410 TAPAUA;18;0;0;0;0;18;2018
130420 TEFE;47;0;0;0;0;47;2018
130423 TONANTINS;12;0;0;0;0;12;2018
130426 UARINI;5;0;0;0;0;5;2018
130430 URUCARA;9;0;0;0;0;9;2018
130440 URUCURITUBA;10;0;0;0;0;10;2018
140002 AMAJARI;39;0;0;0;0;39;2018
140005 ALTO ALEGRE;47;0;0;0;0;47;2018
140010 BOA VISTA;374;0;0;0;0;374;2018
140015 BONFIM;30;0;0;0;0;30;2018
140017 CANTA;31;0;0;0;0;31;2018
140020 CARACARAI;22;0;0;0;0;22;2018
140023 CAROEBE;9;0;0;0;0;9;2018
140028 IRACEMA;12;0;0;0;0;12;2018
140030 MUCAJAI;22;0;0;0;0;22;2018
140040 NORMANDIA;96;0;0;0;0;96;2018
140045 PACARAIMA;60;0;0;0;0;60;2018
140047 RORAINOPOLIS;33;0;0;0;0;33;2018
140050 SAO JOAO DA BALIZA;11;0;0;0;0;11;2018
140060 SAO LUIZ;13;0;0;0;0;13;2018
140070 UIRAMUTA;83;0;0;0;0;83;2018
150010 ABAETETUBA;111;0;0;0;0;111;2018
150013 ABEL FIGUEIREDO;7;0;0;0;0;7;2018
150020 ACARA;27;0;0;0;0;27;2018
150030 AFUA;18;0;0;0;0;18;2018
150034 AGUA AZUL DO NORTE;19;0;0;0;0;19;2018
150040 ALENQUER;17;0;0;0;0;17;2018
150050 ALMEIRIM;21;0;0;0;0;21;2018
150060 ALTAMIRA;114;0;0;0;0;114;2018
150070 ANAJAS;12;0;0;0;0;12;2018
150080 ANANINDEUA;221;0;0;0;0;221;2018
150085 ANAPU;30;0;0;0;0;30;2018
150090 AUGUSTO CORREA;35;0;0;0;0;35;2018
150095 AURORA DO PARA;18;0;0;0;0;18;2018
150100 AVEIRO;10;0;0;0;0;10;2018
150110 BAGRE;10;0;0;0;0;10;2018
150120 BAIAO;26;0;0;0;0;26;2018
150125 BANNACH;13;0;0;0;0;13;2018
150130 BARCARENA;100;0;0;0;0;100;2018
150140 BELEM;2127;0;0;0;0;2127;2018
150145 BELTERRA;17;0;0;0;0;17;2018
150150 BENEVIDES;30;0;0;0;0;30;2018
150157 BOM JESUS DO TOCANTINS;13;0;0;0;0;13;2018
150160 BONITO;14;0;0;0;0;14;2018
150170 BRAGANCA;77;0;0;0;0;77;2018
150172 BRASIL NOVO;21;0;0;0;0;21;2018
150175 BREJO GRANDE DO ARAGUAIA;13;0;0;0;0;13;2018
150178 BREU BRANCO;33;0;0;0;0;33;2018
150180 BREVES;53;0;0;0;0;53;2018
150190 BUJARU;18;0;0;0;0;18;2018
150195 CACHOEIRA DO PIRIA;21;0;0;0;0;21;2018
150200 CACHOEIRA DO ARARI;17;0;0;0;0;17;2018
150210 CAMETA;60;0;0;0;0;60;2018
150215 CANAA DOS CARAJAS;86;0;0;0;0;86;2018
150220 CAPANEMA;79;0;0;0;0;79;2018
150230 CAPITAO POCO;41;0;0;0;0;41;2018
150240 CASTANHAL;192;0;0;0;0;192;2018
150250 CHAVES;24;0;0;0;0;24;2018
150260 COLARES;13;0;0;0;0;13;2018
150270 CONCEICAO DO ARAGUAIA;59;0;0;0;0;59;2018
150275 CONCORDIA DO PARA;14;0;0;0;0;14;2018
150276 CUMARU DO NORTE;20;0;0;0;0;20;2018
150277 CURIONOPOLIS;14;0;0;0;0;14;2018
150280 CURRALINHO;13;0;0;0;0;13;2018
150285 CURUA;11;0;0;0;0;11;2018
150290 CURUCA;27;0;0;0;0;27;2018
150293 DOM ELISEU;37;0;0;0;0;37;2018
150295 ELDORADO DOS CARAJAS;19;0;0;0;0;19;2018
150300 FARO;8;0;0;0;0;8;2018
150304 FLORESTA DO ARAGUAIA;17;0;0;0;0;17;2018
150307 GARRAFAO DO NORTE;20;0;0;0;0;20;2018
150309 GOIANESIA DO PARA;29;0;0;0;0;29;2018
150310 GURUPA;26;0;0;0;0;26;2018
150320 IGARAPE-ACU;25;0;0;0;0;25;2018
150330 IGARAPE-MIRI;27;0;0;0;0;27;2018
150340 INHANGAPI;14;0;0;0;0;14;2018
150345 IPIXUNA DO PARA;27;0;0;0;0;27;2018
150350 IRITUIA;19;0;0;0;0;19;2018
150360 ITAITUBA;69;0;0;0;0;69;2018
150370 ITUPIRANGA;21;0;0;0;0;21;2018
150375 JACAREACANGA;31;0;0;0;0;31;2018
150380 JACUNDA;26;0;0;0;0;26;2018
150390 JURUTI;30;0;0;0;0;30;2018
150400 LIMOEIRO DO AJURU;22;0;0;0;0;22;2018
150405 MAE DO RIO;21;0;0;0;0;21;2018
150410 MAGALHAES BARATA;18;0;0;0;0;18;2018
150420 MARABA;251;0;0;0;0;251;2018
150430 MARACANA;25;0;0;0;0;25;2018
150440 MARAPANIM;24;0;0;0;0;24;2018
150442 MARITUBA;43;0;0;0;0;43;2018
150445 MEDICILANDIA;18;0;0;0;0;18;2018
150450 MELGACO;16;0;0;0;0;16;2018
150460 MOCAJUBA;18;0;0;0;0;18;2018
150470 MOJU;20;0;0;0;0;20;2018
150475 MOJUI DOS CAMPOS;15;0;0;0;0;15;2018
150480 MONTE ALEGRE;42;0;0;0;0;42;2018
150490 MUANA;14;0;0;0;0;14;2018
150495 NOVA ESPERANCA DO PIRIA;16;0;0;0;0;16;2018
150497 NOVA IPIXUNA;9;0;0;0;0;9;2018
150500 NOVA TIMBOTEUA;15;0;0;0;0;15;2018
150503 NOVO PROGRESSO;32;0;0;0;0;32;2018
150506 NOVO REPARTIMENTO;44;0;0;0;0;44;2018
150510 OBIDOS;36;0;0;0;0;36;2018
150520 OEIRAS DO PARA;17;0;0;0;0;17;2018
150530 ORIXIMINA;44;0;0;0;0;44;2018
150540 OUREM;19;0;0;0;0;19;2018
150543 OURILANDIA DO NORTE;44;0;0;0;0;44;2018
150548 PACAJA;24;0;0;0;0;24;2018
150549 PALESTINA DO PARA;9;0;0;0;0;9;2018
150550 PARAGOMINAS;107;0;0;0;0;107;2018
150553 PARAUAPEBAS;254;0;0;0;0;254;2018
150555 PAU D'ARCO;16;0;0;0;0;16;2018
150560 PEIXE-BOI;8;0;0;0;0;8;2018
150563 PICARRA;14;0;0;0;0;14;2018
150565 PLACAS;10;0;0;0;0;10;2018
150570 PONTA DE PEDRAS;10;0;0;0;0;10;2018
150580 PORTEL;24;0;0;0;0;24;2018
150590 PORTO DE MOZ;16;0;0;0;0;16;2018
150600 PRAINHA;17;0;0;0;0;17;2018
150610 PRIMAVERA;12;0;0;0;0;12;2018
150611 QUATIPURU;8;0;0;0;0;8;2018
150613 REDENCAO;90;0;0;0;0;90;2018
150616 RIO MARIA;22;0;0;0;0;22;2018
150618 RONDON DO PARA;36;0;0;0;0;36;2018
150619 RUROPOLIS;14;0;0;0;0;14;2018
150620 SALINOPOLIS;31;0;0;0;0;31;2018
150630 SALVATERRA;16;0;0;0;0;16;2018
150635 SANTA BARBARA DO PARA;10;0;0;0;0;10;2018
150640 SANTA CRUZ DO ARARI;9;0;0;0;0;9;2018
150650 SANTA IZABEL DO PARA;55;0;0;0;0;55;2018
150655 SANTA LUZIA DO PARA;20;0;0;0;0;20;2018
150658 SANTA MARIA DAS BARREIRAS;16;0;0;0;0;16;2018
150660 SANTA MARIA DO PARA;18;0;0;0;0;18;2018
150670 SANTANA DO ARAGUAIA;39;0;0;0;0;39;2018
150680 SANTAREM;282;0;0;0;0;282;2018
150690 SANTAREM NOVO;12;0;0;0;0;12;2018
150700 SANTO ANTONIO DO TAUA;20;0;0;0;0;20;2018
150710 SAO CAETANO DE ODIVELAS;18;0;0;0;0;18;2018
150715 SAO DOMINGOS DO ARAGUAIA;18;0;0;0;0;18;2018
150720 SAO DOMINGOS DO CAPIM;22;0;0;0;0;22;2018
150730 SAO FELIX DO XINGU;56;0;0;0;0;56;2018
150740 SAO FRANCISCO DO PARA;13;0;0;0;0;13;2018
150745 SAO GERALDO DO ARAGUAIA;23;0;0;0;0;23;2018
150746 SAO JOAO DA PONTA;11;0;0;0;0;11;2018
150747 SAO JOAO DE PIRABAS;18;0;0;0;0;18;2018
150750 SAO JOAO DO ARAGUAIA;16;0;0;0;0;16;2018
150760 SAO MIGUEL DO GUAMA;38;0;0;0;0;38;2018
150770 SAO SEBASTIAO DA BOA VISTA;21;0;0;0;0;21;2018
150775 SAPUCAIA;8;0;0;0;0;8;2018
150780 SENADOR JOSE PORFIRIO;16;0;0;0;0;16;2018
150790 SOURE;12;0;0;0;0;12;2018
150795 TAILANDIA;30;0;0;0;0;30;2018
150796 TERRA ALTA;9;0;0;0;0;9;2018
150797 TERRA SANTA;13;0;0;0;0;13;2018
150800 TOME-ACU;27;0;0;0;0;27;2018
150803 TRACUATEUA;32;0;0;0;0;32;2018
150805 TRAIRAO;16;0;0;0;0;16;2018
150808 TUCUMA;49;0;0;0;0;49;2018
150810 TUCURUI;98;0;0;0;0;98;2018
150812 ULIANOPOLIS;29;0;0;0;0;29;2018
150815 URUARA;23;0;0;0;0;23;2018
150820 VIGIA;25;0;0;0;0;25;2018
150830 VISEU;30;0;0;0;0;30;2018
150835 VITORIA DO XINGU;22;0;0;0;0;22;2018
150840 XINGUARA;41;0;0;0;0;41;2018
160005 SERRA DO NAVIO;9;0;0;0;0;9;2018
160010 AMAPA;13;0;0;0;0;13;2018
160015 PEDRA BRANCA DO AMAPARI;13;0;0;0;0;13;2018
160020 CALCOENE;9;0;0;0;0;9;2018
160021 CUTIAS;7;0;0;0;0;7;2018
160023 FERREIRA GOMES;12;0;0;0;0;12;2018
160025 ITAUBAL;13;0;0;0;0;13;2018
160027 LARANJAL DO JARI;22;0;0;0;0;22;2018
160030 MACAPA;365;0;0;0;0;365;2018
160040 MAZAGAO;25;0;0;0;0;25;2018
160050 OIAPOQUE;30;0;0;0;0;30;2018
160053 PORTO GRANDE;18;0;0;0;0;18;2018
160055 PRACUUBA;8;0;0;0;0;8;2018
160060 SANTANA;51;0;0;0;0;51;2018
160070 TARTARUGALZINHO;21;0;0;0;0;21;2018
160080 VITORIA DO JARI;12;0;0;0;0;12;2018
170025 ABREULANDIA;3;0;0;0;0;3;2018
170030 AGUIARNOPOLIS;6;0;0;0;0;6;2018
170035 ALIANCA DO TOCANTINS;7;0;0;0;0;7;2018
170040 ALMAS;5;0;0;0;0;5;2018
170070 ALVORADA;14;0;0;0;0;14;2018
170100 ANANAS;7;0;0;0;0;7;2018
170105 ANGICO;4;0;0;0;0;4;2018
170110 APARECIDA DO RIO NEGRO;5;0;0;0;0;5;2018
170130 ARAGOMINAS;6;0;0;0;0;6;2018
170190 ARAGUACEMA;6;0;0;0;0;6;2018
170200 ARAGUACU;12;0;0;0;0;12;2018
170210 ARAGUAINA;240;0;0;0;0;240;2018
170215 ARAGUANA;8;0;0;0;0;8;2018
170220 ARAGUATINS;24;0;0;0;0;24;2018
170230 ARAPOEMA;4;0;0;0;0;4;2018
170240 ARRAIAS;10;0;0;0;0;10;2018
170255 AUGUSTINOPOLIS;19;0;0;0;0;19;2018
170270 AURORA DO TOCANTINS;3;0;0;0;0;3;2018
170290 AXIXA DO TOCANTINS;7;0;0;0;0;7;2018
170300 BABACULANDIA;9;0;0;0;0;9;2018
170305 BANDEIRANTES DO TOCANTINS;3;0;0;0;0;3;2018
170307 BARRA DO OURO;4;0;0;0;0;4;2018
170310 BARROLANDIA;6;0;0;0;0;6;2018
170320 BERNARDO SAYAO;2;0;0;0;0;2;2018
170330 BOM JESUS DO TOCANTINS;4;0;0;0;0;4;2018
170360 BRASILANDIA DO TOCANTINS;4;0;0;0;0;4;2018
170370 BREJINHO DE NAZARE;5;0;0;0;0;5;2018
170380 BURITI DO TOCANTINS;9;0;0;0;0;9;2018
170382 CACHOEIRINHA;3;0;0;0;0;3;2018
170384 CAMPOS LINDOS;2;0;0;0;0;2;2018
170386 CARIRI DO TOCANTINS;6;0;0;0;0;6;2018
170388 CARMOLANDIA;3;0;0;0;0;3;2018
170389 CARRASCO BONITO;7;0;0;0;0;7;2018
170390 CASEARA;4;0;0;0;0;4;2018
170410 CENTENARIO;2;0;0;0;0;2;2018
170460 CHAPADA DE AREIA;4;0;0;0;0;4;2018
170510 CHAPADA DA NATIVIDADE;4;0;0;0;0;4;2018
170550 COLINAS DO TOCANTINS;44;0;0;0;0;44;2018
170555 COMBINADO;3;0;0;0;0;3;2018
170560 CONCEICAO DO TOCANTINS;6;0;0;0;0;6;2018
170600 COUTO MAGALHAES;6;0;0;0;0;6;2018
170610 CRISTALANDIA;6;0;0;0;0;6;2018
170625 CRIXAS DO TOCANTINS;2;0;0;0;0;2;2018
170650 DARCINOPOLIS;5;0;0;0;0;5;2018
170700 DIANOPOLIS;20;0;0;0;0;20;2018
170710 DIVINOPOLIS DO TOCANTINS;8;0;0;0;0;8;2018
170720 DOIS IRMAOS DO TOCANTINS;7;0;0;0;0;7;2018
170730 DUERE;7;0;0;0;0;7;2018
170740 ESPERANTINA;6;0;0;0;0;6;2018
170755 FATIMA;6;0;0;0;0;6;2018
170765 FIGUEIROPOLIS;4;0;0;0;0;4;2018
170770 FILADELFIA;5;0;0;0;0;5;2018
170820 FORMOSO DO ARAGUAIA;16;0;0;0;0;16;2018
170825 FORTALEZA DO TABOCAO;3;0;0;0;0;3;2018
170830 GOIANORTE;5;0;0;0;0;5;2018
170900 GOIATINS;10;0;0;0;0;10;2018
170930 GUARAI;28;0;0;0;0;28;2018
170950 GURUPI;169;0;0;0;0;169;2018
170980 IPUEIRAS;4;0;0;0;0;4;2018
171050 ITACAJA;13;0;0;0;0;13;2018
171070 ITAGUATINS;6;0;0;0;0;6;2018
171090 ITAPIRATINS;5;0;0;0;0;5;2018
171110 ITAPORA DO TOCANTINS;4;0;0;0;0;4;2018
171150 JAU DO TOCANTINS;7;0;0;0;0;7;2018
171180 JUARINA;3;0;0;0;0;3;2018
171190 LAGOA DA CONFUSAO;10;0;0;0;0;10;2018
171195 LAGOA DO TOCANTINS;4;0;0;0;0;4;2018
171200 LAJEADO;6;0;0;0;0;6;2018
171215 LAVANDEIRA;3;0;0;0;0;3;2018
171240 LIZARDA;4;0;0;0;0;4;2018
171245 LUZINOPOLIS;4;0;0;0;0;4;2018
171250 MARIANOPOLIS DO TOCANTINS;5;0;0;0;0;5;2018
171270 MATEIROS;3;0;0;0;0;3;2018
171280 MAURILANDIA DO TOCANTINS;6;0;0;0;0;6;2018
171320 MIRACEMA DO TOCANTINS;24;0;0;0;0;24;2018
171330 MIRANORTE;16;0;0;0;0;16;2018
171360 MONTE DO CARMO;7;0;0;0;0;7;2018
171370 MONTE SANTO DO TOCANTINS;4;0;0;0;0;4;2018
171380 PALMEIRAS DO TOCANTINS;3;0;0;0;0;3;2018
171395 MURICILANDIA;3;0;0;0;0;3;2018
171420 NATIVIDADE;11;0;0;0;0;11;2018
171430 NAZARE;8;0;0;0;0;8;2018
171488 NOVA OLINDA;11;0;0;0;0;11;2018
171500 NOVA ROSALANDIA;5;0;0;0;0;5;2018
171510 NOVO ACORDO;5;0;0;0;0;5;2018
171515 NOVO ALEGRE;5;0;0;0;0;5;2018
171525 NOVO JARDIM;3;0;0;0;0;3;2018
171550 OLIVEIRA DE FATIMA;3;0;0;0;0;3;2018
171570 PALMEIRANTE;3;0;0;0;0;3;2018
171575 PALMEIROPOLIS;11;0;0;0;0;11;2018
171610 PARAISO DO TOCANTINS;62;0;0;0;0;62;2018
171620 PARANA;8;0;0;0;0;8;2018
171630 PAU D'ARCO;3;0;0;0;0;3;2018
171650 PEDRO AFONSO;12;0;0;0;0;12;2018
171660 PEIXE;10;0;0;0;0;10;2018
171665 PEQUIZEIRO;6;0;0;0;0;6;2018
171670 COLMEIA;12;0;0;0;0;12;2018
171700 PINDORAMA DO TOCANTINS;6;0;0;0;0;6;2018
171720 PIRAQUE;5;0;0;0;0;5;2018
171750 PIUM;10;0;0;0;0;10;2018
171780 PONTE ALTA DO BOM JESUS;5;0;0;0;0;5;2018
171790 PONTE ALTA DO TOCANTINS;3;0;0;0;0;3;2018
171800 PORTO ALEGRE DO TOCANTINS;5;0;0;0;0;5;2018
171820 PORTO NACIONAL;84;0;0;0;0;84;2018
171830 PRAIA NORTE;9;0;0;0;0;9;2018
171840 PRESIDENTE KENNEDY;4;0;0;0;0;4;2018
171845 PUGMIL;4;0;0;0;0;4;2018
171850 RECURSOLANDIA;3;0;0;0;0;3;2018
171855 RIACHINHO;5;0;0;0;0;5;2018
171865 RIO DA CONCEICAO;4;0;0;0;0;4;2018
171870 RIO DOS BOIS;2;0;0;0;0;2;2018
171875 RIO SONO;6;0;0;0;0;6;2018
171880 SAMPAIO;4;0;0;0;0;4;2018
171884 SANDOLANDIA;3;0;0;0;0;3;2018
171886 SANTA FE DO ARAGUAIA;7;0;0;0;0;7;2018
171888 SANTA MARIA DO TOCANTINS;3;0;0;0;0;3;2018
171889 SANTA RITA DO TOCANTINS;4;0;0;0;0;4;2018
171890 SANTA ROSA DO TOCANTINS;6;0;0;0;0;6;2018
171900 SANTA TEREZA DO TOCANTINS;3;0;0;0;0;3;2018
172000 SANTA TEREZINHA DO TOCANTINS;5;0;0;0;0;5;2018
172010 SAO BENTO DO TOCANTINS;6;0;0;0;0;6;2018
172015 SAO FELIX DO TOCANTINS;4;0;0;0;0;4;2018
172020 SAO MIGUEL DO TOCANTINS;4;0;0;0;0;4;2018
172025 SAO SALVADOR DO TOCANTINS;5;0;0;0;0;5;2018
172030 SAO SEBASTIAO DO TOCANTINS;4;0;0;0;0;4;2018
172049 SAO VALERIO;4;0;0;0;0;4;2018
172065 SILVANOPOLIS;8;0;0;0;0;8;2018
172080 SITIO NOVO DO TOCANTINS;11;0;0;0;0;11;2018
172085 SUCUPIRA;3;0;0;0;0;3;2018
172090 TAGUATINGA;8;0;0;0;0;8;2018
172093 TAIPAS DO TOCANTINS;1;0;0;0;0;1;2018
172097 TALISMA;4;0;0;0;0;4;2018
172100 PALMAS;561;0;0;0;0;561;2018
172110 TOCANTINIA;12;0;0;0;0;12;2018
172120 TOCANTINOPOLIS;28;0;0;0;0;28;2018
172125 TUPIRAMA;3;0;0;0;0;3;2018
172130 TUPIRATINS;4;0;0;0;0;4;2018
172208 WANDERLANDIA;7;0;0;0;0;7;2018
172210 XAMBIOA;13;0;0;0;0;13;2018
210005 ACAILANDIA;0;97;0;0;0;97;2018
210010 AFONSO CUNHA;0;8;0;0;0;8;2018
210015 AGUA DOCE DO MARANHAO;0;8;0;0;0;8;2018
210020 ALCANTARA;0;18;0;0;0;18;2018
210030 ALDEIAS ALTAS;0;13;0;0;0;13;2018
210040 ALTAMIRA DO MARANHAO;0;11;0;0;0;11;2018
210043 ALTO ALEGRE DO MARANHAO;0;14;0;0;0;14;2018
210047 ALTO ALEGRE DO PINDARE;0;24;0;0;0;24;2018
210050 ALTO PARNAIBA;0;14;0;0;0;14;2018
210055 AMAPA DO MARANHAO;0;4;0;0;0;4;2018
210060 AMARANTE DO MARANHAO;0;46;0;0;0;46;2018
210070 ANAJATUBA;0;24;0;0;0;24;2018
210080 ANAPURUS;0;10;0;0;0;10;2018
210083 APICUM-ACU;0;9;0;0;0;9;2018
210087 ARAGUANA;0;10;0;0;0;10;2018
210090 ARAIOSES;0;23;0;0;0;23;2018
210095 ARAME;0;18;0;0;0;18;2018
210100 ARARI;0;18;0;0;0;18;2018
210110 AXIXA;0;16;0;0;0;16;2018
210120 BACABAL;0;73;0;0;0;73;2018
210125 BACABEIRA;0;16;0;0;0;16;2018
210130 BACURI;0;12;0;0;0;12;2018
210135 BACURITUBA;0;8;0;0;0;8;2018
210140 BALSAS;0;121;0;0;0;121;2018
210150 BARAO DE GRAJAU;0;21;0;0;0;21;2018
210160 BARRA DO CORDA;0;73;0;0;0;73;2018
210170 BARREIRINHAS;0;28;0;0;0;28;2018
210173 BELAGUA;0;6;0;0;0;6;2018
210177 BELA VISTA DO MARANHAO;0;12;0;0;0;12;2018
210180 BENEDITO LEITE;0;5;0;0;0;5;2018
210190 BEQUIMAO;0;15;0;0;0;15;2018
210193 BERNARDO DO MEARIM;0;11;0;0;0;11;2018
210197 BOA VISTA DO GURUPI;0;5;0;0;0;5;2018
210200 BOM JARDIM;0;27;0;0;0;27;2018
