Município;1 Região Norte;2 Região Nordeste;3 Região Sudeste;4 Região Sul;5 Região Centro0Oeste;Total;Ano
120010 BRASILEIA;16;0;0;0;0;16;2009
120013 BUJARI;3;0;0;0;0;3;2009
120017 CAPIXABA;6;0;0;0;0;6;2009
120020 CRUZEIRO DO SUL;71;0;0;0;0;71;2009
120025 EPITACIOLANDIA;7;0;0;0;0;7;2009
120030 FEIJO;16;0;0;0;0;16;2009
120032 JORDAO;3;0;0;0;0;3;2009
120033 MANCIO LIMA;14;0;0;0;0;14;2009
120034 MANOEL URBANO;5;0;0;0;0;5;2009
120035 MARECHAL THAUMATURGO;4;0;0;0;0;4;2009
120038 PLACIDO DE CASTRO;11;0;0;0;0;11;2009
120039 PORTO WALTER;2;0;0;0;0;2;2009
120040 RIO BRANCO;347;0;0;0;0;347;2009
120042 RODRIGUES ALVES;2;0;0;0;0;2;2009
120043 SANTA ROSA DO PURUS;4;0;0;0;0;4;2009
120045 SENADOR GUIOMARD;12;0;0;0;0;12;2009
120050 SENA MADUREIRA;13;0;0;0;0;13;2009
120060 TARAUACA;22;0;0;0;0;22;2009
120070 XAPURI;8;0;0;0;0;8;2009
120080 PORTO ACRE;7;0;0;0;0;7;2009
130002 ALVARAES;2;0;0;0;0;2;2009
130006 AMATURA;2;0;0;0;0;2;2009
130008 ANAMA;2;0;0;0;0;2;2009
130010 ANORI;3;0;0;0;0;3;2009
130014 APUI;6;0;0;0;0;6;2009
130020 ATALAIA DO NORTE;2;0;0;0;0;2;2009
130030 AUTAZES;10;0;0;0;0;10;2009
130040 BARCELOS;5;0;0;0;0;5;2009
130050 BARREIRINHA;15;0;0;0;0;15;2009
130060 BENJAMIN CONSTANT;11;0;0;0;0;11;2009
130063 BERURI;2;0;0;0;0;2;2009
130068 BOA VISTA DO RAMOS;2;0;0;0;0;2;2009
130070 BOCA DO ACRE;13;0;0;0;0;13;2009
130080 BORBA;17;0;0;0;0;17;2009
130083 CAAPIRANGA;4;0;0;0;0;4;2009
130090 CANUTAMA;2;0;0;0;0;2;2009
130100 CARAUARI;6;0;0;0;0;6;2009
130110 CAREIRO;18;0;0;0;0;18;2009
130115 CAREIRO DA VARZEA;11;0;0;0;0;11;2009
130120 COARI;16;0;0;0;0;16;2009
130130 CODAJAS;8;0;0;0;0;8;2009
130140 EIRUNEPE;4;0;0;0;0;4;2009
130150 ENVIRA;4;0;0;0;0;4;2009
130160 FONTE BOA;5;0;0;0;0;5;2009
130165 GUAJARA;2;0;0;0;0;2;2009
130170 HUMAITA;11;0;0;0;0;11;2009
130180 IPIXUNA;7;0;0;0;0;7;2009
130185 IRANDUBA;11;0;0;0;0;11;2009
130190 ITACOATIARA;20;0;0;0;0;20;2009
130195 ITAMARATI;1;0;0;0;0;1;2009
130200 ITAPIRANGA;4;0;0;0;0;4;2009
130210 JAPURA;1;0;0;0;0;1;2009
130220 JURUA;2;0;0;0;0;2;2009
130230 JUTAI;3;0;0;0;0;3;2009
130240 LABREA;7;0;0;0;0;7;2009
130250 MANACAPURU;20;0;0;0;0;20;2009
130255 MANAQUIRI;2;0;0;0;0;2;2009
130260 MANAUS;1003;0;0;0;0;1003;2009
130270 MANICORE;5;0;0;0;0;5;2009
130280 MARAA;6;0;0;0;0;6;2009
130290 MAUES;15;0;0;0;0;15;2009
130300 NHAMUNDA;9;0;0;0;0;9;2009
130310 NOVA OLINDA DO NORTE;12;0;0;0;0;12;2009
130320 NOVO AIRAO;9;0;0;0;0;9;2009
130330 NOVO ARIPUANA;4;0;0;0;0;4;2009
130340 PARINTINS;33;0;0;0;0;33;2009
130350 PAUINI;4;0;0;0;0;4;2009
130353 PRESIDENTE FIGUEIREDO;24;0;0;0;0;24;2009
130356 RIO PRETO DA EVA;14;0;0;0;0;14;2009
130360 SANTA ISABEL DO RIO NEGRO;5;0;0;0;0;5;2009
130370 SANTO ANTONIO DO ICA;2;0;0;0;0;2;2009
130380 SAO GABRIEL DA CACHOEIRA;20;0;0;0;0;20;2009
130390 SAO PAULO DE OLIVENCA;4;0;0;0;0;4;2009
130395 SAO SEBASTIAO DO UATUMA;4;0;0;0;0;4;2009
130400 SILVES;7;0;0;0;0;7;2009
130406 TABATINGA;10;0;0;0;0;10;2009
130410 TAPAUA;7;0;0;0;0;7;2009
130420 TEFE;34;0;0;0;0;34;2009
130423 TONANTINS;3;0;0;0;0;3;2009
130426 UARINI;2;0;0;0;0;2;2009
130430 URUCARA;7;0;0;0;0;7;2009
130440 URUCURITUBA;6;0;0;0;0;6;2009
140002 AMAJARI;17;0;0;0;0;17;2009
140005 ALTO ALEGRE;14;0;0;0;0;14;2009
140010 BOA VISTA;173;0;0;0;0;173;2009
140015 BONFIM;13;0;0;0;0;13;2009
140017 CANTA;22;0;0;0;0;22;2009
140020 CARACARAI;23;0;0;0;0;23;2009
140023 CAROEBE;5;0;0;0;0;5;2009
140028 IRACEMA;2;0;0;0;0;2;2009
140030 MUCAJAI;8;0;0;0;0;8;2009
140040 NORMANDIA;17;0;0;0;0;17;2009
140045 PACARAIMA;9;0;0;0;0;9;2009
140047 RORAINOPOLIS;7;0;0;0;0;7;2009
140050 SAO JOAO DA BALIZA;4;0;0;0;0;4;2009
140060 SAO LUIZ;4;0;0;0;0;4;2009
140070 UIRAMUTA;9;0;0;0;0;9;2009
150010 ABAETETUBA;72;0;0;0;0;72;2009
150013 ABEL FIGUEIREDO;5;0;0;0;0;5;2009
150020 ACARA;21;0;0;0;0;21;2009
150030 AFUA;12;0;0;0;0;12;2009
150034 AGUA AZUL DO NORTE;16;0;0;0;0;16;2009
150040 ALENQUER;11;0;0;0;0;11;2009
150050 ALMEIRIM;16;0;0;0;0;16;2009
150060 ALTAMIRA;62;0;0;0;0;62;2009
150070 ANAJAS;5;0;0;0;0;5;2009
150080 ANANINDEUA;106;0;0;0;0;106;2009
150085 ANAPU;9;0;0;0;0;9;2009
150090 AUGUSTO CORREA;19;0;0;0;0;19;2009
150095 AURORA DO PARA;7;0;0;0;0;7;2009
150100 AVEIRO;4;0;0;0;0;4;2009
150110 BAGRE;4;0;0;0;0;4;2009
150120 BAIAO;17;0;0;0;0;17;2009
150125 BANNACH;7;0;0;0;0;7;2009
150130 BARCARENA;51;0;0;0;0;51;2009
150140 BELEM;1266;0;0;0;0;1266;2009
150145 BELTERRA;9;0;0;0;0;9;2009
150150 BENEVIDES;20;0;0;0;0;20;2009
150157 BOM JESUS DO TOCANTINS;8;0;0;0;0;8;2009
150160 BONITO;7;0;0;0;0;7;2009
150170 BRAGANCA;34;0;0;0;0;34;2009
150172 BRASIL NOVO;11;0;0;0;0;11;2009
150175 BREJO GRANDE DO ARAGUAIA;9;0;0;0;0;9;2009
150178 BREU BRANCO;20;0;0;0;0;20;2009
150180 BREVES;27;0;0;0;0;27;2009
150190 BUJARU;8;0;0;0;0;8;2009
150195 CACHOEIRA DO PIRIA;4;0;0;0;0;4;2009
150200 CACHOEIRA DO ARARI;5;0;0;0;0;5;2009
150210 CAMETA;30;0;0;0;0;30;2009
150215 CANAA DOS CARAJAS;23;0;0;0;0;23;2009
150220 CAPANEMA;38;0;0;0;0;38;2009
150230 CAPITAO POCO;21;0;0;0;0;21;2009
150240 CASTANHAL;115;0;0;0;0;115;2009
150250 CHAVES;4;0;0;0;0;4;2009
150260 COLARES;10;0;0;0;0;10;2009
150270 CONCEICAO DO ARAGUAIA;44;0;0;0;0;44;2009
150275 CONCORDIA DO PARA;8;0;0;0;0;8;2009
150276 CUMARU DO NORTE;6;0;0;0;0;6;2009
150277 CURIONOPOLIS;10;0;0;0;0;10;2009
150280 CURRALINHO;11;0;0;0;0;11;2009
150285 CURUA;6;0;0;0;0;6;2009
150290 CURUCA;13;0;0;0;0;13;2009
150293 DOM ELISEU;14;0;0;0;0;14;2009
150295 ELDORADO DOS CARAJAS;13;0;0;0;0;13;2009
150300 FARO;6;0;0;0;0;6;2009
150304 FLORESTA DO ARAGUAIA;7;0;0;0;0;7;2009
150307 GARRAFAO DO NORTE;8;0;0;0;0;8;2009
150309 GOIANESIA DO PARA;24;0;0;0;0;24;2009
150310 GURUPA;25;0;0;0;0;25;2009
150320 IGARAPE-ACU;18;0;0;0;0;18;2009
150330 IGARAPE-MIRI;19;0;0;0;0;19;2009
150340 INHANGAPI;12;0;0;0;0;12;2009
150345 IPIXUNA DO PARA;10;0;0;0;0;10;2009
150350 IRITUIA;14;0;0;0;0;14;2009
150360 ITAITUBA;29;0;0;0;0;29;2009
150370 ITUPIRANGA;18;0;0;0;0;18;2009
150375 JACAREACANGA;4;0;0;0;0;4;2009
150380 JACUNDA;19;0;0;0;0;19;2009
150390 JURUTI;13;0;0;0;0;13;2009
150400 LIMOEIRO DO AJURU;13;0;0;0;0;13;2009
150405 MAE DO RIO;17;0;0;0;0;17;2009
150410 MAGALHAES BARATA;9;0;0;0;0;9;2009
150420 MARABA;136;0;0;0;0;136;2009
150430 MARACANA;22;0;0;0;0;22;2009
150440 MARAPANIM;17;0;0;0;0;17;2009
150442 MARITUBA;31;0;0;0;0;31;2009
150445 MEDICILANDIA;11;0;0;0;0;11;2009
150450 MELGACO;9;0;0;0;0;9;2009
150460 MOCAJUBA;14;0;0;0;0;14;2009
150470 MOJU;22;0;0;0;0;22;2009
150480 MONTE ALEGRE;52;0;0;0;0;52;2009
150490 MUANA;14;0;0;0;0;14;2009
150495 NOVA ESPERANCA DO PIRIA;9;0;0;0;0;9;2009
150497 NOVA IPIXUNA;6;0;0;0;0;6;2009
150500 NOVA TIMBOTEUA;6;0;0;0;0;6;2009
150503 NOVO PROGRESSO;18;0;0;0;0;18;2009
150506 NOVO REPARTIMENTO;19;0;0;0;0;19;2009
150510 OBIDOS;17;0;0;0;0;17;2009
150520 OEIRAS DO PARA;12;0;0;0;0;12;2009
150530 ORIXIMINA;27;0;0;0;0;27;2009
150540 OUREM;8;0;0;0;0;8;2009
150543 OURILANDIA DO NORTE;15;0;0;0;0;15;2009
150548 PACAJA;9;0;0;0;0;9;2009
150549 PALESTINA DO PARA;6;0;0;0;0;6;2009
150550 PARAGOMINAS;43;0;0;0;0;43;2009
150553 PARAUAPEBAS;101;0;0;0;0;101;2009
150555 PAU D'ARCO;9;0;0;0;0;9;2009
150560 PEIXE-BOI;6;0;0;0;0;6;2009
150563 PICARRA;10;0;0;0;0;10;2009
150565 PLACAS;6;0;0;0;0;6;2009
150570 PONTA DE PEDRAS;4;0;0;0;0;4;2009
150580 PORTEL;17;0;0;0;0;17;2009
150590 PORTO DE MOZ;15;0;0;0;0;15;2009
150600 PRAINHA;14;0;0;0;0;14;2009
150610 PRIMAVERA;9;0;0;0;0;9;2009
150611 QUATIPURU;6;0;0;0;0;6;2009
150613 REDENCAO;55;0;0;0;0;55;2009
150616 RIO MARIA;12;0;0;0;0;12;2009
150618 RONDON DO PARA;18;0;0;0;0;18;2009
150619 RUROPOLIS;8;0;0;0;0;8;2009
150620 SALINOPOLIS;15;0;0;0;0;15;2009
150630 SALVATERRA;15;0;0;0;0;15;2009
150635 SANTA BARBARA DO PARA;4;0;0;0;0;4;2009
150640 SANTA CRUZ DO ARARI;3;0;0;0;0;3;2009
150650 SANTA IZABEL DO PARA;28;0;0;0;0;28;2009
150655 SANTA LUZIA DO PARA;10;0;0;0;0;10;2009
150658 SANTA MARIA DAS BARREIRAS;11;0;0;0;0;11;2009
150660 SANTA MARIA DO PARA;13;0;0;0;0;13;2009
150670 SANTANA DO ARAGUAIA;17;0;0;0;0;17;2009
150680 SANTAREM;176;0;0;0;0;176;2009
150690 SANTAREM NOVO;4;0;0;0;0;4;2009
150700 SANTO ANTONIO DO TAUA;14;0;0;0;0;14;2009
150710 SAO CAETANO DE ODIVELAS;7;0;0;0;0;7;2009
150715 SAO DOMINGOS DO ARAGUAIA;11;0;0;0;0;11;2009
150720 SAO DOMINGOS DO CAPIM;9;0;0;0;0;9;2009
150730 SAO FELIX DO XINGU;34;0;0;0;0;34;2009
150740 SAO FRANCISCO DO PARA;14;0;0;0;0;14;2009
150745 SAO GERALDO DO ARAGUAIA;13;0;0;0;0;13;2009
150746 SAO JOAO DA PONTA;4;0;0;0;0;4;2009
150747 SAO JOAO DE PIRABAS;6;0;0;0;0;6;2009
150750 SAO JOAO DO ARAGUAIA;11;0;0;0;0;11;2009
150760 SAO MIGUEL DO GUAMA;28;0;0;0;0;28;2009
150770 SAO SEBASTIAO DA BOA VISTA;7;0;0;0;0;7;2009
150775 SAPUCAIA;4;0;0;0;0;4;2009
150780 SENADOR JOSE PORFIRIO;9;0;0;0;0;9;2009
150790 SOURE;8;0;0;0;0;8;2009
150795 TAILANDIA;8;0;0;0;0;8;2009
150796 TERRA ALTA;7;0;0;0;0;7;2009
150797 TERRA SANTA;13;0;0;0;0;13;2009
150800 TOME-ACU;12;0;0;0;0;12;2009
150803 TRACUATEUA;17;0;0;0;0;17;2009
150805 TRAIRAO;9;0;0;0;0;9;2009
150808 TUCUMA;35;0;0;0;0;35;2009
150810 TUCURUI;46;0;0;0;0;46;2009
150812 ULIANOPOLIS;6;0;0;0;0;6;2009
150815 URUARA;13;0;0;0;0;13;2009
150820 VIGIA;21;0;0;0;0;21;2009
150830 VISEU;18;0;0;0;0;18;2009
150835 VITORIA DO XINGU;8;0;0;0;0;8;2009
150840 XINGUARA;21;0;0;0;0;21;2009
160005 SERRA DO NAVIO;5;0;0;0;0;5;2009
160010 AMAPA;4;0;0;0;0;4;2009
160015 PEDRA BRANCA DO AMAPARI;12;0;0;0;0;12;2009
160020 CALCOENE;7;0;0;0;0;7;2009
160021 CUTIAS;4;0;0;0;0;4;2009
160023 FERREIRA GOMES;5;0;0;0;0;5;2009
160025 ITAUBAL;13;0;0;0;0;13;2009
160027 LARANJAL DO JARI;10;0;0;0;0;10;2009
160030 MACAPA;176;0;0;0;0;176;2009
160040 MAZAGAO;35;0;0;0;0;35;2009
160050 OIAPOQUE;27;0;0;0;0;27;2009
160053 PORTO GRANDE;6;0;0;0;0;6;2009
160055 PRACUUBA;4;0;0;0;0;4;2009
160060 SANTANA;37;0;0;0;0;37;2009
160070 TARTARUGALZINHO;15;0;0;0;0;15;2009
160080 VITORIA DO JARI;9;0;0;0;0;9;2009
170025 ABREULANDIA;2;0;0;0;0;2;2009
170030 AGUIARNOPOLIS;4;0;0;0;0;4;2009
170035 ALIANCA DO TOCANTINS;5;0;0;0;0;5;2009
170040 ALMAS;3;0;0;0;0;3;2009
170070 ALVORADA;5;0;0;0;0;5;2009
170100 ANANAS;4;0;0;0;0;4;2009
170105 ANGICO;2;0;0;0;0;2;2009
170110 APARECIDA DO RIO NEGRO;2;0;0;0;0;2;2009
170130 ARAGOMINAS;1;0;0;0;0;1;2009
170190 ARAGUACEMA;2;0;0;0;0;2;2009
170200 ARAGUACU;7;0;0;0;0;7;2009
170210 ARAGUAINA;119;0;0;0;0;119;2009
170215 ARAGUANA;3;0;0;0;0;3;2009
170220 ARAGUATINS;9;0;0;0;0;9;2009
170230 ARAPOEMA;3;0;0;0;0;3;2009
170240 ARRAIAS;5;0;0;0;0;5;2009
170255 AUGUSTINOPOLIS;9;0;0;0;0;9;2009
170270 AURORA DO TOCANTINS;2;0;0;0;0;2;2009
170290 AXIXA DO TOCANTINS;2;0;0;0;0;2;2009
170300 BABACULANDIA;4;0;0;0;0;4;2009
170305 BANDEIRANTES DO TOCANTINS;1;0;0;0;0;1;2009
170307 BARRA DO OURO;2;0;0;0;0;2;2009
170310 BARROLANDIA;3;0;0;0;0;3;2009
170320 BERNARDO SAYAO;2;0;0;0;0;2;2009
170330 BOM JESUS DO TOCANTINS;1;0;0;0;0;1;2009
170360 BRASILANDIA DO TOCANTINS;2;0;0;0;0;2;2009
170370 BREJINHO DE NAZARE;5;0;0;0;0;5;2009
170380 BURITI DO TOCANTINS;3;0;0;0;0;3;2009
170382 CACHOEIRINHA;2;0;0;0;0;2;2009
170384 CAMPOS LINDOS;1;0;0;0;0;1;2009
170386 CARIRI DO TOCANTINS;2;0;0;0;0;2;2009
170388 CARMOLANDIA;1;0;0;0;0;1;2009
170389 CARRASCO BONITO;2;0;0;0;0;2;2009
170390 CASEARA;2;0;0;0;0;2;2009
170410 CENTENARIO;1;0;0;0;0;1;2009
170460 CHAPADA DE AREIA;1;0;0;0;0;1;2009
170510 CHAPADA DA NATIVIDADE;1;0;0;0;0;1;2009
170550 COLINAS DO TOCANTINS;24;0;0;0;0;24;2009
170555 COMBINADO;3;0;0;0;0;3;2009
170560 CONCEICAO DO TOCANTINS;2;0;0;0;0;2;2009
170600 COUTO MAGALHAES;2;0;0;0;0;2;2009
170610 CRISTALANDIA;3;0;0;0;0;3;2009
170625 CRIXAS DO TOCANTINS;1;0;0;0;0;1;2009
170650 DARCINOPOLIS;1;0;0;0;0;1;2009
170700 DIANOPOLIS;13;0;0;0;0;13;2009
170710 DIVINOPOLIS DO TOCANTINS;4;0;0;0;0;4;2009
170720 DOIS IRMAOS DO TOCANTINS;3;0;0;0;0;3;2009
170730 DUERE;2;0;0;0;0;2;2009
170740 ESPERANTINA;1;0;0;0;0;1;2009
170755 FATIMA;2;0;0;0;0;2;2009
170765 FIGUEIROPOLIS;2;0;0;0;0;2;2009
170770 FILADELFIA;2;0;0;0;0;2;2009
170820 FORMOSO DO ARAGUAIA;9;0;0;0;0;9;2009
170825 FORTALEZA DO TABOCAO;1;0;0;0;0;1;2009
170830 GOIANORTE;2;0;0;0;0;2;2009
170900 GOIATINS;3;0;0;0;0;3;2009
170930 GUARAI;14;0;0;0;0;14;2009
170950 GURUPI;100;0;0;0;0;100;2009
170980 IPUEIRAS;1;0;0;0;0;1;2009
171050 ITACAJA;3;0;0;0;0;3;2009
171070 ITAGUATINS;3;0;0;0;0;3;2009
171090 ITAPIRATINS;1;0;0;0;0;1;2009
171110 ITAPORA DO TOCANTINS;2;0;0;0;0;2;2009
171150 JAU DO TOCANTINS;3;0;0;0;0;3;2009
171180 JUARINA;1;0;0;0;0;1;2009
171190 LAGOA DA CONFUSAO;5;0;0;0;0;5;2009
171195 LAGOA DO TOCANTINS;1;0;0;0;0;1;2009
171200 LAJEADO;1;0;0;0;0;1;2009
171215 LAVANDEIRA;1;0;0;0;0;1;2009
171240 LIZARDA;1;0;0;0;0;1;2009
171245 LUZINOPOLIS;1;0;0;0;0;1;2009
171250 MARIANOPOLIS DO TOCANTINS;3;0;0;0;0;3;2009
171270 MATEIROS;1;0;0;0;0;1;2009
171280 MAURILANDIA DO TOCANTINS;1;0;0;0;0;1;2009
171320 MIRACEMA DO TOCANTINS;14;0;0;0;0;14;2009
171330 MIRANORTE;8;0;0;0;0;8;2009
171360 MONTE DO CARMO;2;0;0;0;0;2;2009
171370 MONTE SANTO DO TOCANTINS;1;0;0;0;0;1;2009
171380 PALMEIRAS DO TOCANTINS;1;0;0;0;0;1;2009
171395 MURICILANDIA;1;0;0;0;0;1;2009
171420 NATIVIDADE;4;0;0;0;0;4;2009
171430 NAZARE;3;0;0;0;0;3;2009
171488 NOVA OLINDA;5;0;0;0;0;5;2009
171500 NOVA ROSALANDIA;3;0;0;0;0;3;2009
171510 NOVO ACORDO;2;0;0;0;0;2;2009
171515 NOVO ALEGRE;2;0;0;0;0;2;2009
171525 NOVO JARDIM;1;0;0;0;0;1;2009
171550 OLIVEIRA DE FATIMA;1;0;0;0;0;1;2009
171570 PALMEIRANTE;1;0;0;0;0;1;2009
171575 PALMEIROPOLIS;7;0;0;0;0;7;2009
171610 PARAISO DO TOCANTINS;38;0;0;0;0;38;2009
171620 PARANA;2;0;0;0;0;2;2009
171630 PAU D'ARCO;2;0;0;0;0;2;2009
171650 PEDRO AFONSO;6;0;0;0;0;6;2009
171660 PEIXE;7;0;0;0;0;7;2009
171665 PEQUIZEIRO;1;0;0;0;0;1;2009
171670 COLMEIA;8;0;0;0;0;8;2009
171700 PINDORAMA DO TOCANTINS;2;0;0;0;0;2;2009
171720 PIRAQUE;3;0;0;0;0;3;2009
171750 PIUM;7;0;0;0;0;7;2009
171780 PONTE ALTA DO BOM JESUS;2;0;0;0;0;2;2009
171790 PONTE ALTA DO TOCANTINS;2;0;0;0;0;2;2009
171800 PORTO ALEGRE DO TOCANTINS;1;0;0;0;0;1;2009
171820 PORTO NACIONAL;44;0;0;0;0;44;2009
171830 PRAIA NORTE;2;0;0;0;0;2;2009
171840 PRESIDENTE KENNEDY;3;0;0;0;0;3;2009
171845 PUGMIL;1;0;0;0;0;1;2009
171850 RECURSOLANDIA;1;0;0;0;0;1;2009
171855 RIACHINHO;2;0;0;0;0;2;2009
171865 RIO DA CONCEICAO;1;0;0;0;0;1;2009
171870 RIO DOS BOIS;1;0;0;0;0;1;2009
171875 RIO SONO;4;0;0;0;0;4;2009
171880 SAMPAIO;1;0;0;0;0;1;2009
171884 SANDOLANDIA;2;0;0;0;0;2;2009
171886 SANTA FE DO ARAGUAIA;7;0;0;0;0;7;2009
171888 SANTA MARIA DO TOCANTINS;1;0;0;0;0;1;2009
171889 SANTA RITA DO TOCANTINS;2;0;0;0;0;2;2009
171890 SANTA ROSA DO TOCANTINS;3;0;0;0;0;3;2009
171900 SANTA TEREZA DO TOCANTINS;1;0;0;0;0;1;2009
172000 SANTA TEREZINHA DO TOCANTINS;1;0;0;0;0;1;2009
172010 SAO BENTO DO TOCANTINS;2;0;0;0;0;2;2009
172015 SAO FELIX DO TOCANTINS;1;0;0;0;0;1;2009
172020 SAO MIGUEL DO TOCANTINS;4;0;0;0;0;4;2009
172025 SAO SALVADOR DO TOCANTINS;2;0;0;0;0;2;2009
172030 SAO SEBASTIAO DO TOCANTINS;2;0;0;0;0;2;2009
172049 SAO VALERIO;2;0;0;0;0;2;2009
172065 SILVANOPOLIS;4;0;0;0;0;4;2009
172080 SITIO NOVO DO TOCANTINS;4;0;0;0;0;4;2009
172085 SUCUPIRA;1;0;0;0;0;1;2009
172090 TAGUATINGA;5;0;0;0;0;5;2009
172093 TAIPAS DO TOCANTINS;1;0;0;0;0;1;2009
172097 TALISMA;1;0;0;0;0;1;2009
172100 PALMAS;324;0;0;0;0;324;2009
172110 TOCANTINIA;1;0;0;0;0;1;2009
172120 TOCANTINOPOLIS;13;0;0;0;0;13;2009
172125 TUPIRAMA;1;0;0;0;0;1;2009
172130 TUPIRATINS;1;0;0;0;0;1;2009
172208 WANDERLANDIA;2;0;0;0;0;2;2009
172210 XAMBIOA;9;0;0;0;0;9;2009
210005 ACAILANDIA;0;85;0;0;0;85;2009
210010 AFONSO CUNHA;0;2;0;0;0;2;2009
210015 AGUA DOCE DO MARANHAO;0;6;0;0;0;6;2009
210020 ALCANTARA;0;20;0;0;0;20;2009
210030 ALDEIAS ALTAS;0;12;0;0;0;12;2009
210040 ALTAMIRA DO MARANHAO;0;4;0;0;0;4;2009
210043 ALTO ALEGRE DO MARANHAO;0;6;0;0;0;6;2009
210047 ALTO ALEGRE DO PINDARE;0;20;0;0;0;20;2009
210050 ALTO PARNAIBA;0;6;0;0;0;6;2009
210055 AMAPA DO MARANHAO;0;3;0;0;0;3;2009
210060 AMARANTE DO MARANHAO;0;22;0;0;0;22;2009
210070 ANAJATUBA;0;13;0;0;0;13;2009
210080 ANAPURUS;0;7;0;0;0;7;2009
210083 APICUM-ACU;0;10;0;0;0;10;2009
210087 ARAGUANA;0;4;0;0;0;4;2009
210090 ARAIOSES;0;21;0;0;0;21;2009
210095 ARAME;0;8;0;0;0;8;2009
210100 ARARI;0;15;0;0;0;15;2009
210110 AXIXA;0;8;0;0;0;8;2009
210120 BACABAL;0;44;0;0;0;44;2009
210125 BACABEIRA;0;10;0;0;0;10;2009
210130 BACURI;0;8;0;0;0;8;2009
210135 BACURITUBA;0;4;0;0;0;4;2009
210140 BALSAS;0;74;0;0;0;74;2009
210150 BARAO DE GRAJAU;0;8;0;0;0;8;2009
210160 BARRA DO CORDA;0;52;0;0;0;52;2009
210170 BARREIRINHAS;0;24;0;0;0;24;2009
210173 BELAGUA;0;4;0;0;0;4;2009
210177 BELA VISTA DO MARANHAO;0;4;0;0;0;4;2009
210180 BENEDITO LEITE;0;7;0;0;0;7;2009
210190 BEQUIMAO;0;13;0;0;0;13;2009
210193 BERNARDO DO MEARIM;0;5;0;0;0;5;2009
210197 BOA VISTA DO GURUPI;0;2;0;0;0;2;2009
210200 BOM JARDIM;0;16;0;0;0;16;2009
210203 BOM JESUS DAS SELVAS;0;11;0;0;0;11;2009
210207 BOM LUGAR;0;5;0;0;0;5;2009
