Município;1 Região Norte;2 Região Nordeste;3 Região Sudeste;4 Região Sul;5 Região Centro0Oeste;Total;Ano
130002 ALVARAES;7;0;0;0;0;7;2016
130006 AMATURA;8;0;0;0;0;8;2016
130008 ANAMA;12;0;0;0;0;12;2016
130010 ANORI;4;0;0;0;0;4;2016
130014 APUI;10;0;0;0;0;10;2016
130020 ATALAIA DO NORTE;18;0;0;0;0;18;2016
130030 AUTAZES;23;0;0;0;0;23;2016
130040 BARCELOS;17;0;0;0;0;17;2016
130050 BARREIRINHA;16;0;0;0;0;16;2016
130060 BENJAMIN CONSTANT;20;0;0;0;0;20;2016
130063 BERURI;5;0;0;0;0;5;2016
130068 BOA VISTA DO RAMOS;5;0;0;0;0;5;2016
130070 BOCA DO ACRE;12;0;0;0;0;12;2016
130080 BORBA;17;0;0;0;0;17;2016
130083 CAAPIRANGA;7;0;0;0;0;7;2016
130090 CANUTAMA;4;0;0;0;0;4;2016
130100 CARAUARI;11;0;0;0;0;11;2016
130110 CAREIRO;13;0;0;0;0;13;2016
130115 CAREIRO DA VARZEA;17;0;0;0;0;17;2016
130120 COARI;26;0;0;0;0;26;2016
130130 CODAJAS;10;0;0;0;0;10;2016
130140 EIRUNEPE;12;0;0;0;0;12;2016
130150 ENVIRA;7;0;0;0;0;7;2016
130160 FONTE BOA;10;0;0;0;0;10;2016
130165 GUAJARA;10;0;0;0;0;10;2016
130170 HUMAITA;46;0;0;0;0;46;2016
130180 IPIXUNA;8;0;0;0;0;8;2016
130185 IRANDUBA;23;0;0;0;0;23;2016
130190 ITACOATIARA;40;0;0;0;0;40;2016
130195 ITAMARATI;4;0;0;0;0;4;2016
130200 ITAPIRANGA;8;0;0;0;0;8;2016
130210 JAPURA;9;0;0;0;0;9;2016
130220 JURUA;4;0;0;0;0;4;2016
130230 JUTAI;9;0;0;0;0;9;2016
130240 LABREA;10;0;0;0;0;10;2016
130250 MANACAPURU;36;0;0;0;0;36;2016
130255 MANAQUIRI;8;0;0;0;0;8;2016
130260 MANAUS;1396;0;0;0;0;1396;2016
130270 MANICORE;13;0;0;0;0;13;2016
130280 MARAA;12;0;0;0;0;12;2016
130290 MAUES;33;0;0;0;0;33;2016
130300 NHAMUNDA;19;0;0;0;0;19;2016
130310 NOVA OLINDA DO NORTE;18;0;0;0;0;18;2016
130320 NOVO AIRAO;6;0;0;0;0;6;2016
130330 NOVO ARIPUANA;9;0;0;0;0;9;2016
130340 PARINTINS;39;0;0;0;0;39;2016
130350 PAUINI;10;0;0;0;0;10;2016
130353 PRESIDENTE FIGUEIREDO;28;0;0;0;0;28;2016
130356 RIO PRETO DA EVA;18;0;0;0;0;18;2016
130360 SANTA ISABEL DO RIO NEGRO;8;0;0;0;0;8;2016
130370 SANTO ANTONIO DO ICA;15;0;0;0;0;15;2016
130380 SAO GABRIEL DA CACHOEIRA;36;0;0;0;0;36;2016
130390 SAO PAULO DE OLIVENCA;19;0;0;0;0;19;2016
130395 SAO SEBASTIAO DO UATUMA;7;0;0;0;0;7;2016
130400 SILVES;11;0;0;0;0;11;2016
130406 TABATINGA;25;0;0;0;0;25;2016
130410 TAPAUA;8;0;0;0;0;8;2016
130420 TEFE;42;0;0;0;0;42;2016
130423 TONANTINS;12;0;0;0;0;12;2016
130426 UARINI;5;0;0;0;0;5;2016
130430 URUCARA;10;0;0;0;0;10;2016
130440 URUCURITUBA;8;0;0;0;0;8;2016
140002 AMAJARI;23;0;0;0;0;23;2016
140005 ALTO ALEGRE;32;0;0;0;0;32;2016
140010 BOA VISTA;312;0;0;0;0;312;2016
140015 BONFIM;20;0;0;0;0;20;2016
140017 CANTA;25;0;0;0;0;25;2016
140020 CARACARAI;20;0;0;0;0;20;2016
140023 CAROEBE;8;0;0;0;0;8;2016
140028 IRACEMA;12;0;0;0;0;12;2016
140030 MUCAJAI;20;0;0;0;0;20;2016
140040 NORMANDIA;22;0;0;0;0;22;2016
140045 PACARAIMA;25;0;0;0;0;25;2016
140047 RORAINOPOLIS;32;0;0;0;0;32;2016
140050 SAO JOAO DA BALIZA;10;0;0;0;0;10;2016
140060 SAO LUIZ;12;0;0;0;0;12;2016
140070 UIRAMUTA;15;0;0;0;0;15;2016
150010 ABAETETUBA;94;0;0;0;0;94;2016
150013 ABEL FIGUEIREDO;7;0;0;0;0;7;2016
150020 ACARA;26;0;0;0;0;26;2016
150030 AFUA;16;0;0;0;0;16;2016
150034 AGUA AZUL DO NORTE;17;0;0;0;0;17;2016
150040 ALENQUER;15;0;0;0;0;15;2016
150050 ALMEIRIM;21;0;0;0;0;21;2016
150060 ALTAMIRA;125;0;0;0;0;125;2016
150070 ANAJAS;10;0;0;0;0;10;2016
150080 ANANINDEUA;194;0;0;0;0;194;2016
150085 ANAPU;25;0;0;0;0;25;2016
150090 AUGUSTO CORREA;31;0;0;0;0;31;2016
150095 AURORA DO PARA;13;0;0;0;0;13;2016
150100 AVEIRO;9;0;0;0;0;9;2016
150110 BAGRE;6;0;0;0;0;6;2016
150120 BAIAO;26;0;0;0;0;26;2016
150125 BANNACH;12;0;0;0;0;12;2016
150130 BARCARENA;99;0;0;0;0;99;2016
150140 BELEM;1932;0;0;0;0;1932;2016
150145 BELTERRA;15;0;0;0;0;15;2016
150150 BENEVIDES;30;0;0;0;0;30;2016
150157 BOM JESUS DO TOCANTINS;14;0;0;0;0;14;2016
150160 BONITO;14;0;0;0;0;14;2016
150170 BRAGANCA;61;0;0;0;0;61;2016
150172 BRASIL NOVO;24;0;0;0;0;24;2016
150175 BREJO GRANDE DO ARAGUAIA;11;0;0;0;0;11;2016
150178 BREU BRANCO;29;0;0;0;0;29;2016
150180 BREVES;49;0;0;0;0;49;2016
150190 BUJARU;14;0;0;0;0;14;2016
150195 CACHOEIRA DO PIRIA;15;0;0;0;0;15;2016
150200 CACHOEIRA DO ARARI;17;0;0;0;0;17;2016
150210 CAMETA;40;0;0;0;0;40;2016
150215 CANAA DOS CARAJAS;78;0;0;0;0;78;2016
150220 CAPANEMA;66;0;0;0;0;66;2016
150230 CAPITAO POCO;27;0;0;0;0;27;2016
150240 CASTANHAL;176;0;0;0;0;176;2016
150250 CHAVES;24;0;0;0;0;24;2016
150260 COLARES;13;0;0;0;0;13;2016
150270 CONCEICAO DO ARAGUAIA;58;0;0;0;0;58;2016
150275 CONCORDIA DO PARA;15;0;0;0;0;15;2016
150276 CUMARU DO NORTE;14;0;0;0;0;14;2016
150277 CURIONOPOLIS;14;0;0;0;0;14;2016
150280 CURRALINHO;12;0;0;0;0;12;2016
150285 CURUA;11;0;0;0;0;11;2016
150290 CURUCA;20;0;0;0;0;20;2016
150293 DOM ELISEU;30;0;0;0;0;30;2016
150295 ELDORADO DOS CARAJAS;17;0;0;0;0;17;2016
150300 FARO;8;0;0;0;0;8;2016
150304 FLORESTA DO ARAGUAIA;16;0;0;0;0;16;2016
150307 GARRAFAO DO NORTE;20;0;0;0;0;20;2016
150309 GOIANESIA DO PARA;26;0;0;0;0;26;2016
150310 GURUPA;24;0;0;0;0;24;2016
150320 IGARAPE-ACU;22;0;0;0;0;22;2016
150330 IGARAPE-MIRI;26;0;0;0;0;26;2016
150340 INHANGAPI;13;0;0;0;0;13;2016
150345 IPIXUNA DO PARA;21;0;0;0;0;21;2016
150350 IRITUIA;16;0;0;0;0;16;2016
150360 ITAITUBA;53;0;0;0;0;53;2016
150370 ITUPIRANGA;19;0;0;0;0;19;2016
150375 JACAREACANGA;29;0;0;0;0;29;2016
150380 JACUNDA;26;0;0;0;0;26;2016
150390 JURUTI;27;0;0;0;0;27;2016
150400 LIMOEIRO DO AJURU;22;0;0;0;0;22;2016
150405 MAE DO RIO;20;0;0;0;0;20;2016
150410 MAGALHAES BARATA;14;0;0;0;0;14;2016
150420 MARABA;207;0;0;0;0;207;2016
150430 MARACANA;25;0;0;0;0;25;2016
150440 MARAPANIM;25;0;0;0;0;25;2016
150442 MARITUBA;39;0;0;0;0;39;2016
150445 MEDICILANDIA;20;0;0;0;0;20;2016
150450 MELGACO;12;0;0;0;0;12;2016
150460 MOCAJUBA;19;0;0;0;0;19;2016
150470 MOJU;23;0;0;0;0;23;2016
150475 MOJUI DOS CAMPOS;13;0;0;0;0;13;2016
150480 MONTE ALEGRE;40;0;0;0;0;40;2016
150490 MUANA;14;0;0;0;0;14;2016
150495 NOVA ESPERANCA DO PIRIA;14;0;0;0;0;14;2016
150497 NOVA IPIXUNA;9;0;0;0;0;9;2016
150500 NOVA TIMBOTEUA;15;0;0;0;0;15;2016
150503 NOVO PROGRESSO;24;0;0;0;0;24;2016
150506 NOVO REPARTIMENTO;42;0;0;0;0;42;2016
150510 OBIDOS;36;0;0;0;0;36;2016
150520 OEIRAS DO PARA;19;0;0;0;0;19;2016
150530 ORIXIMINA;42;0;0;0;0;42;2016
150540 OUREM;18;0;0;0;0;18;2016
150543 OURILANDIA DO NORTE;40;0;0;0;0;40;2016
150548 PACAJA;22;0;0;0;0;22;2016
150549 PALESTINA DO PARA;10;0;0;0;0;10;2016
150550 PARAGOMINAS;94;0;0;0;0;94;2016
150553 PARAUAPEBAS;206;0;0;0;0;206;2016
150555 PAU D'ARCO;12;0;0;0;0;12;2016
150560 PEIXE-BOI;8;0;0;0;0;8;2016
150563 PICARRA;12;0;0;0;0;12;2016
150565 PLACAS;8;0;0;0;0;8;2016
150570 PONTA DE PEDRAS;10;0;0;0;0;10;2016
150580 PORTEL;24;0;0;0;0;24;2016
150590 PORTO DE MOZ;16;0;0;0;0;16;2016
150600 PRAINHA;15;0;0;0;0;15;2016
150610 PRIMAVERA;10;0;0;0;0;10;2016
150611 QUATIPURU;7;0;0;0;0;7;2016
150613 REDENCAO;80;0;0;0;0;80;2016
150616 RIO MARIA;20;0;0;0;0;20;2016
150618 RONDON DO PARA;34;0;0;0;0;34;2016
150619 RUROPOLIS;10;0;0;0;0;10;2016
150620 SALINOPOLIS;26;0;0;0;0;26;2016
150630 SALVATERRA;15;0;0;0;0;15;2016
150635 SANTA BARBARA DO PARA;8;0;0;0;0;8;2016
150640 SANTA CRUZ DO ARARI;6;0;0;0;0;6;2016
150650 SANTA IZABEL DO PARA;46;0;0;0;0;46;2016
150655 SANTA LUZIA DO PARA;18;0;0;0;0;18;2016
150658 SANTA MARIA DAS BARREIRAS;14;0;0;0;0;14;2016
150660 SANTA MARIA DO PARA;16;0;0;0;0;16;2016
150670 SANTANA DO ARAGUAIA;27;0;0;0;0;27;2016
150680 SANTAREM;233;0;0;0;0;233;2016
150690 SANTAREM NOVO;11;0;0;0;0;11;2016
150700 SANTO ANTONIO DO TAUA;21;0;0;0;0;21;2016
150710 SAO CAETANO DE ODIVELAS;17;0;0;0;0;17;2016
150715 SAO DOMINGOS DO ARAGUAIA;17;0;0;0;0;17;2016
150720 SAO DOMINGOS DO CAPIM;16;0;0;0;0;16;2016
150730 SAO FELIX DO XINGU;44;0;0;0;0;44;2016
150740 SAO FRANCISCO DO PARA;13;0;0;0;0;13;2016
150745 SAO GERALDO DO ARAGUAIA;24;0;0;0;0;24;2016
150746 SAO JOAO DA PONTA;7;0;0;0;0;7;2016
150747 SAO JOAO DE PIRABAS;16;0;0;0;0;16;2016
150750 SAO JOAO DO ARAGUAIA;16;0;0;0;0;16;2016
150760 SAO MIGUEL DO GUAMA;36;0;0;0;0;36;2016
150770 SAO SEBASTIAO DA BOA VISTA;17;0;0;0;0;17;2016
150775 SAPUCAIA;1;0;0;0;0;1;2016
150780 SENADOR JOSE PORFIRIO;14;0;0;0;0;14;2016
150790 SOURE;12;0;0;0;0;12;2016
150795 TAILANDIA;26;0;0;0;0;26;2016
150796 TERRA ALTA;6;0;0;0;0;6;2016
150797 TERRA SANTA;18;0;0;0;0;18;2016
150800 TOME-ACU;25;0;0;0;0;25;2016
150803 TRACUATEUA;27;0;0;0;0;27;2016
150805 TRAIRAO;14;0;0;0;0;14;2016
150808 TUCUMA;43;0;0;0;0;43;2016
150810 TUCURUI;92;0;0;0;0;92;2016
150812 ULIANOPOLIS;26;0;0;0;0;26;2016
150815 URUARA;25;0;0;0;0;25;2016
150820 VIGIA;25;0;0;0;0;25;2016
150830 VISEU;28;0;0;0;0;28;2016
150835 VITORIA DO XINGU;18;0;0;0;0;18;2016
150840 XINGUARA;39;0;0;0;0;39;2016
160005 SERRA DO NAVIO;8;0;0;0;0;8;2016
160010 AMAPA;12;0;0;0;0;12;2016
160015 PEDRA BRANCA DO AMAPARI;4;0;0;0;0;4;2016
160020 CALCOENE;9;0;0;0;0;9;2016
160021 CUTIAS;8;0;0;0;0;8;2016
160023 FERREIRA GOMES;11;0;0;0;0;11;2016
160025 ITAUBAL;12;0;0;0;0;12;2016
160027 LARANJAL DO JARI;21;0;0;0;0;21;2016
160030 MACAPA;295;0;0;0;0;295;2016
160040 MAZAGAO;20;0;0;0;0;20;2016
160050 OIAPOQUE;26;0;0;0;0;26;2016
160053 PORTO GRANDE;14;0;0;0;0;14;2016
160055 PRACUUBA;6;0;0;0;0;6;2016
160060 SANTANA;49;0;0;0;0;49;2016
160070 TARTARUGALZINHO;19;0;0;0;0;19;2016
160080 VITORIA DO JARI;11;0;0;0;0;11;2016
170025 ABREULANDIA;3;0;0;0;0;3;2016
170030 AGUIARNOPOLIS;4;0;0;0;0;4;2016
170035 ALIANCA DO TOCANTINS;7;0;0;0;0;7;2016
170040 ALMAS;4;0;0;0;0;4;2016
170070 ALVORADA;11;0;0;0;0;11;2016
170100 ANANAS;7;0;0;0;0;7;2016
170105 ANGICO;4;0;0;0;0;4;2016
170110 APARECIDA DO RIO NEGRO;5;0;0;0;0;5;2016
170130 ARAGOMINAS;4;0;0;0;0;4;2016
170190 ARAGUACEMA;5;0;0;0;0;5;2016
170200 ARAGUACU;11;0;0;0;0;11;2016
170210 ARAGUAINA;200;0;0;0;0;200;2016
170215 ARAGUANA;7;0;0;0;0;7;2016
170220 ARAGUATINS;19;0;0;0;0;19;2016
170230 ARAPOEMA;4;0;0;0;0;4;2016
170240 ARRAIAS;6;0;0;0;0;6;2016
170255 AUGUSTINOPOLIS;14;0;0;0;0;14;2016
170270 AURORA DO TOCANTINS;3;0;0;0;0;3;2016
170290 AXIXA DO TOCANTINS;8;0;0;0;0;8;2016
170300 BABACULANDIA;8;0;0;0;0;8;2016
170305 BANDEIRANTES DO TOCANTINS;3;0;0;0;0;3;2016
170307 BARRA DO OURO;4;0;0;0;0;4;2016
170310 BARROLANDIA;6;0;0;0;0;6;2016
170320 BERNARDO SAYAO;2;0;0;0;0;2;2016
170330 BOM JESUS DO TOCANTINS;4;0;0;0;0;4;2016
170360 BRASILANDIA DO TOCANTINS;2;0;0;0;0;2;2016
170370 BREJINHO DE NAZARE;5;0;0;0;0;5;2016
170380 BURITI DO TOCANTINS;9;0;0;0;0;9;2016
170382 CACHOEIRINHA;2;0;0;0;0;2;2016
170384 CAMPOS LINDOS;2;0;0;0;0;2;2016
170386 CARIRI DO TOCANTINS;5;0;0;0;0;5;2016
170388 CARMOLANDIA;3;0;0;0;0;3;2016
170389 CARRASCO BONITO;5;0;0;0;0;5;2016
170390 CASEARA;4;0;0;0;0;4;2016
170410 CENTENARIO;2;0;0;0;0;2;2016
170460 CHAPADA DE AREIA;3;0;0;0;0;3;2016
170510 CHAPADA DA NATIVIDADE;4;0;0;0;0;4;2016
170550 COLINAS DO TOCANTINS;41;0;0;0;0;41;2016
170555 COMBINADO;3;0;0;0;0;3;2016
170560 CONCEICAO DO TOCANTINS;6;0;0;0;0;6;2016
170600 COUTO MAGALHAES;6;0;0;0;0;6;2016
170610 CRISTALANDIA;7;0;0;0;0;7;2016
170625 CRIXAS DO TOCANTINS;3;0;0;0;0;3;2016
170650 DARCINOPOLIS;4;0;0;0;0;4;2016
170700 DIANOPOLIS;16;0;0;0;0;16;2016
170710 DIVINOPOLIS DO TOCANTINS;8;0;0;0;0;8;2016
170720 DOIS IRMAOS DO TOCANTINS;7;0;0;0;0;7;2016
170730 DUERE;4;0;0;0;0;4;2016
170740 ESPERANTINA;3;0;0;0;0;3;2016
170755 FATIMA;4;0;0;0;0;4;2016
170765 FIGUEIROPOLIS;3;0;0;0;0;3;2016
170770 FILADELFIA;3;0;0;0;0;3;2016
170820 FORMOSO DO ARAGUAIA;16;0;0;0;0;16;2016
170825 FORTALEZA DO TABOCAO;2;0;0;0;0;2;2016
170830 GOIANORTE;4;0;0;0;0;4;2016
170900 GOIATINS;9;0;0;0;0;9;2016
170930 GUARAI;26;0;0;0;0;26;2016
170950 GURUPI;149;0;0;0;0;149;2016
170980 IPUEIRAS;4;0;0;0;0;4;2016
171050 ITACAJA;13;0;0;0;0;13;2016
171070 ITAGUATINS;6;0;0;0;0;6;2016
171090 ITAPIRATINS;3;0;0;0;0;3;2016
171110 ITAPORA DO TOCANTINS;5;0;0;0;0;5;2016
171150 JAU DO TOCANTINS;7;0;0;0;0;7;2016
171180 JUARINA;3;0;0;0;0;3;2016
171190 LAGOA DA CONFUSAO;7;0;0;0;0;7;2016
171195 LAGOA DO TOCANTINS;3;0;0;0;0;3;2016
171200 LAJEADO;5;0;0;0;0;5;2016
171215 LAVANDEIRA;1;0;0;0;0;1;2016
171240 LIZARDA;1;0;0;0;0;1;2016
171245 LUZINOPOLIS;1;0;0;0;0;1;2016
171250 MARIANOPOLIS DO TOCANTINS;5;0;0;0;0;5;2016
171270 MATEIROS;3;0;0;0;0;3;2016
171280 MAURILANDIA DO TOCANTINS;5;0;0;0;0;5;2016
171320 MIRACEMA DO TOCANTINS;18;0;0;0;0;18;2016
171330 MIRANORTE;15;0;0;0;0;15;2016
171360 MONTE DO CARMO;7;0;0;0;0;7;2016
171370 MONTE SANTO DO TOCANTINS;3;0;0;0;0;3;2016
171380 PALMEIRAS DO TOCANTINS;3;0;0;0;0;3;2016
171395 MURICILANDIA;2;0;0;0;0;2;2016
171420 NATIVIDADE;6;0;0;0;0;6;2016
171430 NAZARE;7;0;0;0;0;7;2016
171488 NOVA OLINDA;8;0;0;0;0;8;2016
171500 NOVA ROSALANDIA;2;0;0;0;0;2;2016
171510 NOVO ACORDO;5;0;0;0;0;5;2016
171515 NOVO ALEGRE;5;0;0;0;0;5;2016
171525 NOVO JARDIM;3;0;0;0;0;3;2016
171550 OLIVEIRA DE FATIMA;2;0;0;0;0;2;2016
171570 PALMEIRANTE;3;0;0;0;0;3;2016
171575 PALMEIROPOLIS;9;0;0;0;0;9;2016
171610 PARAISO DO TOCANTINS;52;0;0;0;0;52;2016
171620 PARANA;5;0;0;0;0;5;2016
171630 PAU D'ARCO;3;0;0;0;0;3;2016
171650 PEDRO AFONSO;8;0;0;0;0;8;2016
171660 PEIXE;8;0;0;0;0;8;2016
171665 PEQUIZEIRO;5;0;0;0;0;5;2016
171670 COLMEIA;11;0;0;0;0;11;2016
171700 PINDORAMA DO TOCANTINS;4;0;0;0;0;4;2016
171720 PIRAQUE;5;0;0;0;0;5;2016
171750 PIUM;9;0;0;0;0;9;2016
171780 PONTE ALTA DO BOM JESUS;5;0;0;0;0;5;2016
171790 PONTE ALTA DO TOCANTINS;3;0;0;0;0;3;2016
171800 PORTO ALEGRE DO TOCANTINS;5;0;0;0;0;5;2016
171820 PORTO NACIONAL;69;0;0;0;0;69;2016
171830 PRAIA NORTE;6;0;0;0;0;6;2016
171840 PRESIDENTE KENNEDY;4;0;0;0;0;4;2016
171845 PUGMIL;3;0;0;0;0;3;2016
171850 RECURSOLANDIA;3;0;0;0;0;3;2016
171855 RIACHINHO;4;0;0;0;0;4;2016
171865 RIO DA CONCEICAO;3;0;0;0;0;3;2016
171870 RIO DOS BOIS;1;0;0;0;0;1;2016
171875 RIO SONO;5;0;0;0;0;5;2016
171880 SAMPAIO;3;0;0;0;0;3;2016
171884 SANDOLANDIA;3;0;0;0;0;3;2016
171886 SANTA FE DO ARAGUAIA;7;0;0;0;0;7;2016
171888 SANTA MARIA DO TOCANTINS;3;0;0;0;0;3;2016
171889 SANTA RITA DO TOCANTINS;4;0;0;0;0;4;2016
171890 SANTA ROSA DO TOCANTINS;6;0;0;0;0;6;2016
171900 SANTA TEREZA DO TOCANTINS;2;0;0;0;0;2;2016
172000 SANTA TEREZINHA DO TOCANTINS;3;0;0;0;0;3;2016
172010 SAO BENTO DO TOCANTINS;6;0;0;0;0;6;2016
172015 SAO FELIX DO TOCANTINS;2;0;0;0;0;2;2016
172020 SAO MIGUEL DO TOCANTINS;4;0;0;0;0;4;2016
172025 SAO SALVADOR DO TOCANTINS;5;0;0;0;0;5;2016
172030 SAO SEBASTIAO DO TOCANTINS;4;0;0;0;0;4;2016
172049 SAO VALERIO;3;0;0;0;0;3;2016
172065 SILVANOPOLIS;4;0;0;0;0;4;2016
172080 SITIO NOVO DO TOCANTINS;11;0;0;0;0;11;2016
172085 SUCUPIRA;2;0;0;0;0;2;2016
172090 TAGUATINGA;8;0;0;0;0;8;2016
172093 TAIPAS DO TOCANTINS;1;0;0;0;0;1;2016
172097 TALISMA;4;0;0;0;0;4;2016
172100 PALMAS;454;0;0;0;0;454;2016
172110 TOCANTINIA;11;0;0;0;0;11;2016
172120 TOCANTINOPOLIS;27;0;0;0;0;27;2016
172125 TUPIRAMA;3;0;0;0;0;3;2016
172130 TUPIRATINS;4;0;0;0;0;4;2016
172208 WANDERLANDIA;6;0;0;0;0;6;2016
172210 XAMBIOA;13;0;0;0;0;13;2016
210005 ACAILANDIA;0;85;0;0;0;85;2016
210010 AFONSO CUNHA;0;9;0;0;0;9;2016
210015 AGUA DOCE DO MARANHAO;0;9;0;0;0;9;2016
210020 ALCANTARA;0;16;0;0;0;16;2016
210030 ALDEIAS ALTAS;0;13;0;0;0;13;2016
210040 ALTAMIRA DO MARANHAO;0;10;0;0;0;10;2016
210043 ALTO ALEGRE DO MARANHAO;0;11;0;0;0;11;2016
210047 ALTO ALEGRE DO PINDARE;0;26;0;0;0;26;2016
210050 ALTO PARNAIBA;0;13;0;0;0;13;2016
210055 AMAPA DO MARANHAO;0;3;0;0;0;3;2016
210060 AMARANTE DO MARANHAO;0;40;0;0;0;40;2016
210070 ANAJATUBA;0;17;0;0;0;17;2016
210080 ANAPURUS;0;10;0;0;0;10;2016
210083 APICUM-ACU;0;9;0;0;0;9;2016
210087 ARAGUANA;0;8;0;0;0;8;2016
210090 ARAIOSES;0;25;0;0;0;25;2016
210095 ARAME;0;15;0;0;0;15;2016
210100 ARARI;0;17;0;0;0;17;2016
210110 AXIXA;0;15;0;0;0;15;2016
210120 BACABAL;0;71;0;0;0;71;2016
210125 BACABEIRA;0;11;0;0;0;11;2016
210130 BACURI;0;11;0;0;0;11;2016
210135 BACURITUBA;0;5;0;0;0;5;2016
210140 BALSAS;0;111;0;0;0;111;2016
210150 BARAO DE GRAJAU;0;18;0;0;0;18;2016
210160 BARRA DO CORDA;0;65;0;0;0;65;2016
210170 BARREIRINHAS;0;24;0;0;0;24;2016
210173 BELAGUA;0;6;0;0;0;6;2016
210177 BELA VISTA DO MARANHAO;0;12;0;0;0;12;2016
210180 BENEDITO LEITE;0;5;0;0;0;5;2016
210190 BEQUIMAO;0;15;0;0;0;15;2016
210193 BERNARDO DO MEARIM;0;8;0;0;0;8;2016
210197 BOA VISTA DO GURUPI;0;4;0;0;0;4;2016
210200 BOM JARDIM;0;26;0;0;0;26;2016
