Município;1 Região Norte;2 Região Nordeste;3 Região Sudeste;4 Região Sul;5 Região Centro0Oeste;Total;Ano
130063 BERURI;5;0;0;0;0;5;2015
130068 BOA VISTA DO RAMOS;4;0;0;0;0;4;2015
130070 BOCA DO ACRE;12;0;0;0;0;12;2015
130080 BORBA;17;0;0;0;0;17;2015
130083 CAAPIRANGA;7;0;0;0;0;7;2015
130090 CANUTAMA;4;0;0;0;0;4;2015
130100 CARAUARI;11;0;0;0;0;11;2015
130110 CAREIRO;13;0;0;0;0;13;2015
130115 CAREIRO DA VARZEA;16;0;0;0;0;16;2015
130120 COARI;23;0;0;0;0;23;2015
130130 CODAJAS;10;0;0;0;0;10;2015
130140 EIRUNEPE;12;0;0;0;0;12;2015
130150 ENVIRA;7;0;0;0;0;7;2015
130160 FONTE BOA;10;0;0;0;0;10;2015
130165 GUAJARA;9;0;0;0;0;9;2015
130170 HUMAITA;40;0;0;0;0;40;2015
130180 IPIXUNA;8;0;0;0;0;8;2015
130185 IRANDUBA;25;0;0;0;0;25;2015
130190 ITACOATIARA;39;0;0;0;0;39;2015
130195 ITAMARATI;4;0;0;0;0;4;2015
130200 ITAPIRANGA;8;0;0;0;0;8;2015
130210 JAPURA;7;0;0;0;0;7;2015
130220 JURUA;4;0;0;0;0;4;2015
130230 JUTAI;10;0;0;0;0;10;2015
130240 LABREA;8;0;0;0;0;8;2015
130250 MANACAPURU;37;0;0;0;0;37;2015
130255 MANAQUIRI;6;0;0;0;0;6;2015
130260 MANAUS;1348;0;0;0;0;1348;2015
130270 MANICORE;14;0;0;0;0;14;2015
130280 MARAA;12;0;0;0;0;12;2015
130290 MAUES;32;0;0;0;0;32;2015
130300 NHAMUNDA;18;0;0;0;0;18;2015
130310 NOVA OLINDA DO NORTE;15;0;0;0;0;15;2015
130320 NOVO AIRAO;5;0;0;0;0;5;2015
130330 NOVO ARIPUANA;9;0;0;0;0;9;2015
130340 PARINTINS;38;0;0;0;0;38;2015
130350 PAUINI;10;0;0;0;0;10;2015
130353 PRESIDENTE FIGUEIREDO;30;0;0;0;0;30;2015
130356 RIO PRETO DA EVA;18;0;0;0;0;18;2015
130360 SANTA ISABEL DO RIO NEGRO;9;0;0;0;0;9;2015
130370 SANTO ANTONIO DO ICA;13;0;0;0;0;13;2015
130380 SAO GABRIEL DA CACHOEIRA;38;0;0;0;0;38;2015
130390 SAO PAULO DE OLIVENCA;18;0;0;0;0;18;2015
130395 SAO SEBASTIAO DO UATUMA;7;0;0;0;0;7;2015
130400 SILVES;9;0;0;0;0;9;2015
130406 TABATINGA;24;0;0;0;0;24;2015
130410 TAPAUA;10;0;0;0;0;10;2015
130420 TEFE;43;0;0;0;0;43;2015
130423 TONANTINS;11;0;0;0;0;11;2015
130426 UARINI;5;0;0;0;0;5;2015
130430 URUCARA;10;0;0;0;0;10;2015
130440 URUCURITUBA;8;0;0;0;0;8;2015
140002 AMAJARI;22;0;0;0;0;22;2015
140005 ALTO ALEGRE;34;0;0;0;0;34;2015
140010 BOA VISTA;306;0;0;0;0;306;2015
140015 BONFIM;19;0;0;0;0;19;2015
140017 CANTA;24;0;0;0;0;24;2015
140020 CARACARAI;24;0;0;0;0;24;2015
140023 CAROEBE;7;0;0;0;0;7;2015
140028 IRACEMA;9;0;0;0;0;9;2015
140030 MUCAJAI;18;0;0;0;0;18;2015
140040 NORMANDIA;23;0;0;0;0;23;2015
140045 PACARAIMA;24;0;0;0;0;24;2015
140047 RORAINOPOLIS;31;0;0;0;0;31;2015
140050 SAO JOAO DA BALIZA;10;0;0;0;0;10;2015
140060 SAO LUIZ;12;0;0;0;0;12;2015
140070 UIRAMUTA;18;0;0;0;0;18;2015
150010 ABAETETUBA;87;0;0;0;0;87;2015
150013 ABEL FIGUEIREDO;7;0;0;0;0;7;2015
150020 ACARA;24;0;0;0;0;24;2015
150030 AFUA;16;0;0;0;0;16;2015
150034 AGUA AZUL DO NORTE;17;0;0;0;0;17;2015
150040 ALENQUER;15;0;0;0;0;15;2015
150050 ALMEIRIM;19;0;0;0;0;19;2015
150060 ALTAMIRA;104;0;0;0;0;104;2015
150070 ANAJAS;10;0;0;0;0;10;2015
150080 ANANINDEUA;183;0;0;0;0;183;2015
150085 ANAPU;24;0;0;0;0;24;2015
150090 AUGUSTO CORREA;26;0;0;0;0;26;2015
150095 AURORA DO PARA;15;0;0;0;0;15;2015
150100 AVEIRO;10;0;0;0;0;10;2015
150110 BAGRE;6;0;0;0;0;6;2015
150120 BAIAO;27;0;0;0;0;27;2015
150125 BANNACH;12;0;0;0;0;12;2015
150130 BARCARENA;94;0;0;0;0;94;2015
150140 BELEM;1872;0;0;0;0;1872;2015
150145 BELTERRA;14;0;0;0;0;14;2015
150150 BENEVIDES;30;0;0;0;0;30;2015
150157 BOM JESUS DO TOCANTINS;13;0;0;0;0;13;2015
150160 BONITO;14;0;0;0;0;14;2015
150170 BRAGANCA;58;0;0;0;0;58;2015
150172 BRASIL NOVO;24;0;0;0;0;24;2015
150175 BREJO GRANDE DO ARAGUAIA;12;0;0;0;0;12;2015
150178 BREU BRANCO;28;0;0;0;0;28;2015
150180 BREVES;48;0;0;0;0;48;2015
150190 BUJARU;14;0;0;0;0;14;2015
150195 CACHOEIRA DO PIRIA;15;0;0;0;0;15;2015
150200 CACHOEIRA DO ARARI;17;0;0;0;0;17;2015
150210 CAMETA;40;0;0;0;0;40;2015
150215 CANAA DOS CARAJAS;74;0;0;0;0;74;2015
150220 CAPANEMA;63;0;0;0;0;63;2015
150230 CAPITAO POCO;27;0;0;0;0;27;2015
150240 CASTANHAL;170;0;0;0;0;170;2015
150250 CHAVES;24;0;0;0;0;24;2015
150260 COLARES;13;0;0;0;0;13;2015
150270 CONCEICAO DO ARAGUAIA;58;0;0;0;0;58;2015
150275 CONCORDIA DO PARA;15;0;0;0;0;15;2015
150276 CUMARU DO NORTE;14;0;0;0;0;14;2015
150277 CURIONOPOLIS;13;0;0;0;0;13;2015
150280 CURRALINHO;11;0;0;0;0;11;2015
150285 CURUA;11;0;0;0;0;11;2015
150290 CURUCA;20;0;0;0;0;20;2015
150293 DOM ELISEU;30;0;0;0;0;30;2015
150295 ELDORADO DOS CARAJAS;16;0;0;0;0;16;2015
150300 FARO;8;0;0;0;0;8;2015
150304 FLORESTA DO ARAGUAIA;16;0;0;0;0;16;2015
150307 GARRAFAO DO NORTE;17;0;0;0;0;17;2015
150309 GOIANESIA DO PARA;27;0;0;0;0;27;2015
150310 GURUPA;23;0;0;0;0;23;2015
150320 IGARAPE-ACU;24;0;0;0;0;24;2015
150330 IGARAPE-MIRI;26;0;0;0;0;26;2015
150340 INHANGAPI;16;0;0;0;0;16;2015
150345 IPIXUNA DO PARA;20;0;0;0;0;20;2015
150350 IRITUIA;16;0;0;0;0;16;2015
150360 ITAITUBA;52;0;0;0;0;52;2015
150370 ITUPIRANGA;19;0;0;0;0;19;2015
150375 JACAREACANGA;18;0;0;0;0;18;2015
150380 JACUNDA;26;0;0;0;0;26;2015
150390 JURUTI;26;0;0;0;0;26;2015
150400 LIMOEIRO DO AJURU;22;0;0;0;0;22;2015
150405 MAE DO RIO;20;0;0;0;0;20;2015
150410 MAGALHAES BARATA;10;0;0;0;0;10;2015
150420 MARABA;198;0;0;0;0;198;2015
150430 MARACANA;25;0;0;0;0;25;2015
150440 MARAPANIM;26;0;0;0;0;26;2015
150442 MARITUBA;37;0;0;0;0;37;2015
150445 MEDICILANDIA;19;0;0;0;0;19;2015
150450 MELGACO;12;0;0;0;0;12;2015
150460 MOCAJUBA;18;0;0;0;0;18;2015
150470 MOJU;23;0;0;0;0;23;2015
150475 MOJUI DOS CAMPOS;11;0;0;0;0;11;2015
150480 MONTE ALEGRE;41;0;0;0;0;41;2015
150490 MUANA;14;0;0;0;0;14;2015
150495 NOVA ESPERANCA DO PIRIA;14;0;0;0;0;14;2015
150497 NOVA IPIXUNA;8;0;0;0;0;8;2015
150500 NOVA TIMBOTEUA;11;0;0;0;0;11;2015
150503 NOVO PROGRESSO;22;0;0;0;0;22;2015
150506 NOVO REPARTIMENTO;38;0;0;0;0;38;2015
150510 OBIDOS;30;0;0;0;0;30;2015
150520 OEIRAS DO PARA;16;0;0;0;0;16;2015
150530 ORIXIMINA;41;0;0;0;0;41;2015
150540 OUREM;18;0;0;0;0;18;2015
150543 OURILANDIA DO NORTE;37;0;0;0;0;37;2015
150548 PACAJA;21;0;0;0;0;21;2015
150549 PALESTINA DO PARA;10;0;0;0;0;10;2015
150550 PARAGOMINAS;94;0;0;0;0;94;2015
150553 PARAUAPEBAS;174;0;0;0;0;174;2015
150555 PAU D'ARCO;11;0;0;0;0;11;2015
150560 PEIXE-BOI;8;0;0;0;0;8;2015
150563 PICARRA;12;0;0;0;0;12;2015
150565 PLACAS;8;0;0;0;0;8;2015
150570 PONTA DE PEDRAS;9;0;0;0;0;9;2015
150580 PORTEL;25;0;0;0;0;25;2015
150590 PORTO DE MOZ;16;0;0;0;0;16;2015
150600 PRAINHA;14;0;0;0;0;14;2015
150610 PRIMAVERA;10;0;0;0;0;10;2015
150611 QUATIPURU;7;0;0;0;0;7;2015
150613 REDENCAO;72;0;0;0;0;72;2015
150616 RIO MARIA;19;0;0;0;0;19;2015
150618 RONDON DO PARA;31;0;0;0;0;31;2015
150619 RUROPOLIS;11;0;0;0;0;11;2015
150620 SALINOPOLIS;25;0;0;0;0;25;2015
150630 SALVATERRA;15;0;0;0;0;15;2015
150635 SANTA BARBARA DO PARA;8;0;0;0;0;8;2015
150640 SANTA CRUZ DO ARARI;6;0;0;0;0;6;2015
150650 SANTA IZABEL DO PARA;48;0;0;0;0;48;2015
150655 SANTA LUZIA DO PARA;17;0;0;0;0;17;2015
150658 SANTA MARIA DAS BARREIRAS;15;0;0;0;0;15;2015
150660 SANTA MARIA DO PARA;14;0;0;0;0;14;2015
150670 SANTANA DO ARAGUAIA;28;0;0;0;0;28;2015
150680 SANTAREM;220;0;0;0;0;220;2015
150690 SANTAREM NOVO;9;0;0;0;0;9;2015
150700 SANTO ANTONIO DO TAUA;21;0;0;0;0;21;2015
150710 SAO CAETANO DE ODIVELAS;15;0;0;0;0;15;2015
150715 SAO DOMINGOS DO ARAGUAIA;17;0;0;0;0;17;2015
150720 SAO DOMINGOS DO CAPIM;16;0;0;0;0;16;2015
150730 SAO FELIX DO XINGU;42;0;0;0;0;42;2015
150740 SAO FRANCISCO DO PARA;13;0;0;0;0;13;2015
150745 SAO GERALDO DO ARAGUAIA;22;0;0;0;0;22;2015
150746 SAO JOAO DA PONTA;8;0;0;0;0;8;2015
150747 SAO JOAO DE PIRABAS;16;0;0;0;0;16;2015
150750 SAO JOAO DO ARAGUAIA;16;0;0;0;0;16;2015
150760 SAO MIGUEL DO GUAMA;37;0;0;0;0;37;2015
150770 SAO SEBASTIAO DA BOA VISTA;16;0;0;0;0;16;2015
150775 SAPUCAIA;6;0;0;0;0;6;2015
150780 SENADOR JOSE PORFIRIO;14;0;0;0;0;14;2015
150790 SOURE;12;0;0;0;0;12;2015
150795 TAILANDIA;26;0;0;0;0;26;2015
150796 TERRA ALTA;6;0;0;0;0;6;2015
150797 TERRA SANTA;16;0;0;0;0;16;2015
150800 TOME-ACU;24;0;0;0;0;24;2015
150803 TRACUATEUA;25;0;0;0;0;25;2015
150805 TRAIRAO;14;0;0;0;0;14;2015
150808 TUCUMA;43;0;0;0;0;43;2015
150810 TUCURUI;90;0;0;0;0;90;2015
150812 ULIANOPOLIS;21;0;0;0;0;21;2015
150815 URUARA;23;0;0;0;0;23;2015
150820 VIGIA;25;0;0;0;0;25;2015
150830 VISEU;27;0;0;0;0;27;2015
150835 VITORIA DO XINGU;14;0;0;0;0;14;2015
150840 XINGUARA;37;0;0;0;0;37;2015
160005 SERRA DO NAVIO;8;0;0;0;0;8;2015
160010 AMAPA;12;0;0;0;0;12;2015
160015 PEDRA BRANCA DO AMAPARI;13;0;0;0;0;13;2015
160020 CALCOENE;9;0;0;0;0;9;2015
160021 CUTIAS;8;0;0;0;0;8;2015
160023 FERREIRA GOMES;10;0;0;0;0;10;2015
160025 ITAUBAL;12;0;0;0;0;12;2015
160027 LARANJAL DO JARI;18;0;0;0;0;18;2015
160030 MACAPA;276;0;0;0;0;276;2015
160040 MAZAGAO;39;0;0;0;0;39;2015
160050 OIAPOQUE;26;0;0;0;0;26;2015
160053 PORTO GRANDE;12;0;0;0;0;12;2015
160055 PRACUUBA;6;0;0;0;0;6;2015
160060 SANTANA;46;0;0;0;0;46;2015
160070 TARTARUGALZINHO;18;0;0;0;0;18;2015
160080 VITORIA DO JARI;11;0;0;0;0;11;2015
170025 ABREULANDIA;3;0;0;0;0;3;2015
170030 AGUIARNOPOLIS;5;0;0;0;0;5;2015
170035 ALIANCA DO TOCANTINS;7;0;0;0;0;7;2015
170040 ALMAS;4;0;0;0;0;4;2015
170070 ALVORADA;10;0;0;0;0;10;2015
170100 ANANAS;6;0;0;0;0;6;2015
170105 ANGICO;4;0;0;0;0;4;2015
170110 APARECIDA DO RIO NEGRO;5;0;0;0;0;5;2015
170130 ARAGOMINAS;4;0;0;0;0;4;2015
170190 ARAGUACEMA;5;0;0;0;0;5;2015
170200 ARAGUACU;11;0;0;0;0;11;2015
170210 ARAGUAINA;181;0;0;0;0;181;2015
170215 ARAGUANA;7;0;0;0;0;7;2015
170220 ARAGUATINS;19;0;0;0;0;19;2015
170230 ARAPOEMA;4;0;0;0;0;4;2015
170240 ARRAIAS;6;0;0;0;0;6;2015
170255 AUGUSTINOPOLIS;14;0;0;0;0;14;2015
170270 AURORA DO TOCANTINS;2;0;0;0;0;2;2015
170290 AXIXA DO TOCANTINS;8;0;0;0;0;8;2015
170300 BABACULANDIA;7;0;0;0;0;7;2015
170305 BANDEIRANTES DO TOCANTINS;3;0;0;0;0;3;2015
170307 BARRA DO OURO;4;0;0;0;0;4;2015
170310 BARROLANDIA;5;0;0;0;0;5;2015
170320 BERNARDO SAYAO;2;0;0;0;0;2;2015
170330 BOM JESUS DO TOCANTINS;4;0;0;0;0;4;2015
170360 BRASILANDIA DO TOCANTINS;2;0;0;0;0;2;2015
170370 BREJINHO DE NAZARE;6;0;0;0;0;6;2015
170380 BURITI DO TOCANTINS;9;0;0;0;0;9;2015
170382 CACHOEIRINHA;2;0;0;0;0;2;2015
170384 CAMPOS LINDOS;2;0;0;0;0;2;2015
170386 CARIRI DO TOCANTINS;5;0;0;0;0;5;2015
170388 CARMOLANDIA;3;0;0;0;0;3;2015
170389 CARRASCO BONITO;5;0;0;0;0;5;2015
170390 CASEARA;3;0;0;0;0;3;2015
170410 CENTENARIO;1;0;0;0;0;1;2015
170460 CHAPADA DE AREIA;3;0;0;0;0;3;2015
170510 CHAPADA DA NATIVIDADE;4;0;0;0;0;4;2015
170550 COLINAS DO TOCANTINS;37;0;0;0;0;37;2015
170555 COMBINADO;3;0;0;0;0;3;2015
170560 CONCEICAO DO TOCANTINS;6;0;0;0;0;6;2015
170600 COUTO MAGALHAES;6;0;0;0;0;6;2015
170610 CRISTALANDIA;6;0;0;0;0;6;2015
170625 CRIXAS DO TOCANTINS;3;0;0;0;0;3;2015
170650 DARCINOPOLIS;3;0;0;0;0;3;2015
170700 DIANOPOLIS;15;0;0;0;0;15;2015
170710 DIVINOPOLIS DO TOCANTINS;8;0;0;0;0;8;2015
170720 DOIS IRMAOS DO TOCANTINS;7;0;0;0;0;7;2015
170730 DUERE;4;0;0;0;0;4;2015
170740 ESPERANTINA;3;0;0;0;0;3;2015
170755 FATIMA;4;0;0;0;0;4;2015
170765 FIGUEIROPOLIS;2;0;0;0;0;2;2015
170770 FILADELFIA;3;0;0;0;0;3;2015
170820 FORMOSO DO ARAGUAIA;14;0;0;0;0;14;2015
170825 FORTALEZA DO TABOCAO;2;0;0;0;0;2;2015
170830 GOIANORTE;4;0;0;0;0;4;2015
170900 GOIATINS;9;0;0;0;0;9;2015
170930 GUARAI;24;0;0;0;0;24;2015
170950 GURUPI;145;0;0;0;0;145;2015
170980 IPUEIRAS;3;0;0;0;0;3;2015
171050 ITACAJA;10;0;0;0;0;10;2015
171070 ITAGUATINS;5;0;0;0;0;5;2015
171090 ITAPIRATINS;3;0;0;0;0;3;2015
171110 ITAPORA DO TOCANTINS;5;0;0;0;0;5;2015
171150 JAU DO TOCANTINS;7;0;0;0;0;7;2015
171180 JUARINA;3;0;0;0;0;3;2015
171190 LAGOA DA CONFUSAO;7;0;0;0;0;7;2015
171195 LAGOA DO TOCANTINS;3;0;0;0;0;3;2015
171200 LAJEADO;3;0;0;0;0;3;2015
171215 LAVANDEIRA;1;0;0;0;0;1;2015
171240 LIZARDA;1;0;0;0;0;1;2015
171245 LUZINOPOLIS;1;0;0;0;0;1;2015
171250 MARIANOPOLIS DO TOCANTINS;5;0;0;0;0;5;2015
171270 MATEIROS;3;0;0;0;0;3;2015
171280 MAURILANDIA DO TOCANTINS;3;0;0;0;0;3;2015
171320 MIRACEMA DO TOCANTINS;17;0;0;0;0;17;2015
171330 MIRANORTE;14;0;0;0;0;14;2015
171360 MONTE DO CARMO;5;0;0;0;0;5;2015
171370 MONTE SANTO DO TOCANTINS;3;0;0;0;0;3;2015
171380 PALMEIRAS DO TOCANTINS;3;0;0;0;0;3;2015
171395 MURICILANDIA;2;0;0;0;0;2;2015
171420 NATIVIDADE;6;0;0;0;0;6;2015
171430 NAZARE;7;0;0;0;0;7;2015
171488 NOVA OLINDA;6;0;0;0;0;6;2015
171500 NOVA ROSALANDIA;3;0;0;0;0;3;2015
171510 NOVO ACORDO;5;0;0;0;0;5;2015
171515 NOVO ALEGRE;4;0;0;0;0;4;2015
171525 NOVO JARDIM;3;0;0;0;0;3;2015
171550 OLIVEIRA DE FATIMA;2;0;0;0;0;2;2015
171570 PALMEIRANTE;3;0;0;0;0;3;2015
171575 PALMEIROPOLIS;9;0;0;0;0;9;2015
171610 PARAISO DO TOCANTINS;49;0;0;0;0;49;2015
171620 PARANA;5;0;0;0;0;5;2015
171630 PAU D'ARCO;3;0;0;0;0;3;2015
171650 PEDRO AFONSO;7;0;0;0;0;7;2015
171660 PEIXE;8;0;0;0;0;8;2015
171665 PEQUIZEIRO;5;0;0;0;0;5;2015
171670 COLMEIA;9;0;0;0;0;9;2015
171700 PINDORAMA DO TOCANTINS;4;0;0;0;0;4;2015
171720 PIRAQUE;5;0;0;0;0;5;2015
171750 PIUM;9;0;0;0;0;9;2015
171780 PONTE ALTA DO BOM JESUS;5;0;0;0;0;5;2015
171790 PONTE ALTA DO TOCANTINS;3;0;0;0;0;3;2015
171800 PORTO ALEGRE DO TOCANTINS;5;0;0;0;0;5;2015
171820 PORTO NACIONAL;69;0;0;0;0;69;2015
171830 PRAIA NORTE;5;0;0;0;0;5;2015
171840 PRESIDENTE KENNEDY;3;0;0;0;0;3;2015
171845 PUGMIL;2;0;0;0;0;2;2015
171850 RECURSOLANDIA;2;0;0;0;0;2;2015
171855 RIACHINHO;4;0;0;0;0;4;2015
171865 RIO DA CONCEICAO;2;0;0;0;0;2;2015
171870 RIO DOS BOIS;1;0;0;0;0;1;2015
171875 RIO SONO;5;0;0;0;0;5;2015
171880 SAMPAIO;3;0;0;0;0;3;2015
171884 SANDOLANDIA;3;0;0;0;0;3;2015
171886 SANTA FE DO ARAGUAIA;9;0;0;0;0;9;2015
171888 SANTA MARIA DO TOCANTINS;1;0;0;0;0;1;2015
171889 SANTA RITA DO TOCANTINS;3;0;0;0;0;3;2015
171890 SANTA ROSA DO TOCANTINS;4;0;0;0;0;4;2015
171900 SANTA TEREZA DO TOCANTINS;2;0;0;0;0;2;2015
172000 SANTA TEREZINHA DO TOCANTINS;2;0;0;0;0;2;2015
172010 SAO BENTO DO TOCANTINS;6;0;0;0;0;6;2015
172015 SAO FELIX DO TOCANTINS;2;0;0;0;0;2;2015
172020 SAO MIGUEL DO TOCANTINS;4;0;0;0;0;4;2015
172025 SAO SALVADOR DO TOCANTINS;5;0;0;0;0;5;2015
172030 SAO SEBASTIAO DO TOCANTINS;4;0;0;0;0;4;2015
172049 SAO VALERIO;3;0;0;0;0;3;2015
172065 SILVANOPOLIS;3;0;0;0;0;3;2015
172080 SITIO NOVO DO TOCANTINS;10;0;0;0;0;10;2015
172085 SUCUPIRA;2;0;0;0;0;2;2015
172090 TAGUATINGA;8;0;0;0;0;8;2015
172093 TAIPAS DO TOCANTINS;1;0;0;0;0;1;2015
172097 TALISMA;3;0;0;0;0;3;2015
172100 PALMAS;442;0;0;0;0;442;2015
172110 TOCANTINIA;10;0;0;0;0;10;2015
172120 TOCANTINOPOLIS;27;0;0;0;0;27;2015
172125 TUPIRAMA;3;0;0;0;0;3;2015
172130 TUPIRATINS;4;0;0;0;0;4;2015
172208 WANDERLANDIA;6;0;0;0;0;6;2015
172210 XAMBIOA;11;0;0;0;0;11;2015
210005 ACAILANDIA;0;79;0;0;0;79;2015
210010 AFONSO CUNHA;0;7;0;0;0;7;2015
210015 AGUA DOCE DO MARANHAO;0;9;0;0;0;9;2015
210020 ALCANTARA;0;16;0;0;0;16;2015
210030 ALDEIAS ALTAS;0;13;0;0;0;13;2015
210040 ALTAMIRA DO MARANHAO;0;11;0;0;0;11;2015
210043 ALTO ALEGRE DO MARANHAO;0;11;0;0;0;11;2015
210047 ALTO ALEGRE DO PINDARE;0;25;0;0;0;25;2015
210050 ALTO PARNAIBA;0;13;0;0;0;13;2015
210055 AMAPA DO MARANHAO;0;3;0;0;0;3;2015
210060 AMARANTE DO MARANHAO;0;39;0;0;0;39;2015
210070 ANAJATUBA;0;16;0;0;0;16;2015
210080 ANAPURUS;0;10;0;0;0;10;2015
210083 APICUM-ACU;0;9;0;0;0;9;2015
210087 ARAGUANA;0;8;0;0;0;8;2015
210090 ARAIOSES;0;22;0;0;0;22;2015
210095 ARAME;0;16;0;0;0;16;2015
210100 ARARI;0;16;0;0;0;16;2015
210110 AXIXA;0;15;0;0;0;15;2015
210120 BACABAL;0;67;0;0;0;67;2015
210125 BACABEIRA;0;10;0;0;0;10;2015
210130 BACURI;0;11;0;0;0;11;2015
210135 BACURITUBA;0;4;0;0;0;4;2015
210140 BALSAS;0;105;0;0;0;105;2015
210150 BARAO DE GRAJAU;0;14;0;0;0;14;2015
210160 BARRA DO CORDA;0;64;0;0;0;64;2015
210170 BARREIRINHAS;0;27;0;0;0;27;2015
210173 BELAGUA;0;6;0;0;0;6;2015
210177 BELA VISTA DO MARANHAO;0;12;0;0;0;12;2015
210180 BENEDITO LEITE;0;5;0;0;0;5;2015
210190 BEQUIMAO;0;15;0;0;0;15;2015
210193 BERNARDO DO MEARIM;0;8;0;0;0;8;2015
210197 BOA VISTA DO GURUPI;0;4;0;0;0;4;2015
210200 BOM JARDIM;0;25;0;0;0;25;2015
